user_id,age,gender,country,signup_date,subscription_type
7741,27,Male,Greece,2021-04-18,Free
7742,29,Male,Portugal,2021-08-18,Basic
7743,23,Female,United Kingdom,2020-07-10,Free
7744,25,Female,United States,2021-01-26,Free
7745,28,Female,Portugal,2022-07-03,Basic
7746,18,Female,Austria,2020-11-30,Free
7747,23,Female,France,2021-11-20,Free
7748,26,Female,Italy,2021-01-11,Basic
7749,27,Male,United Kingdom,2022-11-18,Basic
7750,26,Male,Denmark,2022-08-11,Free
7751,26,Male,Denmark,2022-03-28,Free
7752,28,Female,Portugal,2022-06-10,Basic
7753,24,Male,Portugal,2022-07-22,Premium
7754,25,Male,Netherlands,2022-08-19,Basic
7755,28,Female,Switzerland,2021-12-18,Free
7756,28,Male,Norway,2020-11-21,Free
7757,24,Male,Greece,2020-07-23,Basic
7758,20,Male,France,2023-01-28,Free
7759,31,Male,Spain,2021-01-21,Free
7760,21,Female,United Kingdom,2021-09-23,Free
7761,24,Male,France,2022-01-14,Free
7762,22,Female,Ireland,2023-02-14,Free
7763,26,Female,Switzerland,2022-02-28,Free
7764,26,Male,Greece,2021-10-13,Basic
7765,24,Male,Spain,2023-02-26,Free
7766,27,Female,Austria,2022-01-31,Free
7767,28,Male,Austria,2022-05-21,Free
7768,24,Female,Norway,2021-03-01,Premium
7769,31,Male,United Kingdom,2020-07-21,Free
7770,19,Female,United Kingdom,2023-02-10,Free
7771,25,Female,Greece,2021-05-09,Basic
7772,29,Female,Denmark,2020-11-02,Free
7773,28,Male,France,2021-02-10,Premium
7774,16,Female,Ireland,2021-07-04,Free
7775,31,Male,Switzerland,2023-01-30,Basic
7776,30,Female,Norway,2022-05-27,Basic
7777,38,Female,Austria,2022-10-20,Free
7778,17,Male,Belgium,2023-03-21,Basic
7779,22,Male,Finland,2022-03-28,Free
7780,24,Male,Finland,2023-03-16,Basic
7781,23,Male,Ireland,2021-04-19,Free
7782,28,Male,Austria,2021-01-16,Basic
7783,33,Female,Netherlands,2021-12-01,Free
7784,38,Male,United Kingdom,2022-04-11,Basic
7785,17,Male,United Kingdom,2023-03-09,Free
7786,25,Male,Denmark,2022-10-12,Free
7787,34,Female,Ireland,2021-12-05,Basic
7788,20,Male,Ireland,2020-11-24,Free
7789,18,Male,Greece,2022-05-15,Free
7790,19,Female,Finland,2020-09-23,Free
7791,29,Male,Austria,2021-07-02,Basic
7792,22,Female,Sweden,2023-02-25,Basic
7793,26,Female,Norway,2021-11-07,Free
7794,13,Male,Ireland,2020-09-01,Free
7795,20,Male,Finland,2022-05-18,Premium
7796,23,Female,Denmark,2022-07-20,Free
7797,23,Male,Italy,2022-12-08,Free
7798,20,Female,Spain,2020-05-22,Basic
7799,25,Female,Italy,2021-09-08,Free
7800,24,Female,Sweden,2021-02-15,Premium
7801,20,Female,Ireland,2022-09-22,Free
7802,18,Female,Germany,2021-01-24,Basic
7803,23,Male,Spain,2022-09-10,Basic
7804,27,Female,Norway,2021-05-18,Free
7805,29,Male,Netherlands,2020-12-25,Free
7806,20,Female,Greece,2022-09-14,Free
7807,30,Female,Belgium,2020-07-15,Premium
7808,24,Female,Portugal,2023-02-14,Basic
7809,31,Female,Greece,2022-03-24,Free
7810,23,Female,Belgium,2021-06-03,Basic
7811,22,Female,Germany,2023-01-31,Free
7812,28,Male,Austria,2020-06-06,Free
7813,30,Female,Switzerland,2022-07-27,Premium
7814,14,Male,Netherlands,2021-08-23,Free
7815,32,Female,Belgium,2022-05-21,Basic
7816,32,Male,Sweden,2021-10-26,Premium
7817,20,Female,Greece,2020-06-27,Basic
7818,18,Male,United Kingdom,2021-05-25,Free
7819,29,Female,Switzerland,2022-04-15,Free
7820,28,Male,Netherlands,2022-12-23,Free
7821,24,Male,Belgium,2022-06-25,Free
7822,19,Male,United States,2021-09-02,Free
7823,19,Male,Finland,2021-04-24,Premium
7824,25,Male,Norway,2022-07-12,Premium
7825,13,Female,Belgium,2022-10-12,Free
7826,27,Male,Spain,2020-10-23,Basic
7827,24,Female,Norway,2023-03-24,Free
7828,18,Female,United Kingdom,2020-07-16,Basic
7829,29,Female,France,2020-06-07,Free
7830,24,Male,Switzerland,2021-05-11,Premium
7831,18,Male,France,2022-03-01,Free
7832,31,Prefer not to say,Netherlands,2021-02-21,Basic
7833,30,Female,Austria,2023-02-16,Premium
7834,30,Male,Germany,2022-12-07,Free
7835,31,Female,Denmark,2022-03-15,Free
7836,22,Male,Ireland,2021-06-03,Basic
7837,24,Male,Germany,2020-08-20,Free
7838,24,Female,Sweden,2020-10-17,Free
7839,21,Female,Sweden,2022-09-14,Free
7840,20,Female,United Kingdom,2022-10-02,Basic
7841,25,Female,Finland,2021-12-19,Free
7842,31,Female,Switzerland,2021-09-01,Free
7843,33,Male,Greece,2020-07-11,Free
7844,23,Female,United States,2021-12-16,Basic
7845,22,Female,Ireland,2022-07-08,Basic
7846,23,Prefer not to say,Denmark,2020-11-18,Free
7847,27,Female,United Kingdom,2023-03-02,Basic
7848,17,Male,Portugal,2022-04-02,Free
7849,31,Female,Portugal,2022-04-15,Free
7850,32,Female,Greece,2022-08-25,Basic
7851,14,Male,Switzerland,2022-11-01,Free
7852,21,Female,Sweden,2022-06-06,Free
7853,27,Male,Finland,2020-04-28,Free
7854,28,Female,Italy,2022-04-04,Free
7855,26,Female,United Kingdom,2022-12-01,Basic
7856,25,Female,Denmark,2021-07-01,Free
7857,36,Female,Belgium,2022-07-17,Basic
7858,14,Male,Italy,2022-08-31,Basic
7859,21,Female,France,2023-01-20,Free
7860,23,Male,Norway,2021-01-16,Free
7861,14,Female,Netherlands,2022-03-04,Free
7862,30,Male,Spain,2022-08-24,Basic
7863,21,Male,Austria,2022-09-26,Free
7864,23,Male,Portugal,2021-03-16,Free
7865,19,Female,Ireland,2021-12-29,Premium
7866,26,Female,Sweden,2020-05-31,Premium
7867,24,Male,Switzerland,2020-10-08,Free
7868,20,Female,Belgium,2020-04-20,Free
7869,28,Male,Germany,2020-08-11,Basic
7870,22,Female,Switzerland,2021-10-28,Premium
7871,22,Male,Norway,2021-02-05,Free
7872,11,Female,France,2022-02-07,Basic
7873,19,Male,Greece,2022-06-23,Premium
7874,30,Male,Austria,2021-05-18,Free
7875,20,Male,Norway,2021-08-01,Free
7876,25,Female,Sweden,2022-06-29,Basic
7877,26,Male,Denmark,2021-01-09,Premium
7878,25,Female,Greece,2023-01-22,Free
7879,24,Male,Sweden,2023-01-30,Premium
7880,15,Female,Germany,2020-05-10,Basic
7881,26,Male,Portugal,2020-09-20,Free
7882,28,Male,Switzerland,2022-10-13,Premium
7883,22,Female,Portugal,2021-06-07,Free
7884,25,Male,Switzerland,2022-04-10,Basic
7885,17,Male,Belgium,2023-04-17,Free
7886,14,Female,Portugal,2021-02-04,Free
7887,26,Male,Spain,2022-02-04,Premium
7888,18,Female,Switzerland,2023-01-23,Free
7889,22,Male,Austria,2020-07-24,Free
7890,23,Male,Austria,2022-05-24,Free
7891,16,Male,Portugal,2021-04-14,Premium
7892,27,Female,Sweden,2023-04-16,Free
7893,20,Female,Switzerland,2020-05-16,Free
7894,30,Female,Denmark,2022-10-07,Basic
7895,19,Male,Belgium,2023-04-18,Free
7896,24,Male,Spain,2021-11-29,Premium
7897,34,Male,Italy,2022-10-08,Free
7898,28,Female,Italy,2022-11-15,Free
7899,15,Male,Sweden,2022-06-21,Basic
7900,21,Female,Germany,2021-12-06,Free
7901,21,Male,Finland,2022-10-02,Premium
7902,19,Female,Ireland,2020-07-04,Free
7903,17,Female,France,2022-08-26,Free
7904,19,Female,United Kingdom,2022-03-12,Free
7905,26,Male,Denmark,2020-04-19,Free
7906,28,Male,Switzerland,2023-04-17,Free
7907,30,Female,United States,2020-09-07,Premium
7908,32,Female,Finland,2022-03-05,Free
7909,23,Female,Greece,2021-12-17,Free
7910,26,Female,Italy,2021-07-24,Basic
7911,24,Female,Switzerland,2022-09-29,Free
7912,22,Female,United Kingdom,2021-07-05,Free
7913,16,Female,Ireland,2022-06-19,Free
7914,24,Female,Austria,2021-02-02,Basic
7915,23,Female,Belgium,2022-11-15,Basic
7916,28,Male,Spain,2020-08-02,Free
7917,22,Male,Portugal,2022-08-24,Free
7918,21,Female,Switzerland,2020-12-19,Basic
7919,32,Male,Switzerland,2022-04-06,Free
7920,28,Female,Austria,2022-10-01,Free
7921,29,Female,Netherlands,2022-06-13,Free
7922,19,Male,Denmark,2023-01-17,Free
7923,29,Male,Portugal,2020-05-07,Free
7924,27,Male,Netherlands,2022-10-25,Premium
7925,20,Male,Portugal,2021-04-02,Basic
7926,18,Female,Greece,2022-07-19,Free
7927,28,Male,Portugal,2021-09-14,Basic
7928,28,Male,Germany,2020-10-04,Free
7929,26,Female,Norway,2020-06-11,Free
7930,28,Female,Portugal,2021-11-13,Free
7931,19,Female,Italy,2022-07-20,Free
7932,20,Male,Sweden,2022-07-30,Free
7933,17,Female,United States,2020-05-07,Basic
7934,27,Male,Switzerland,2022-03-16,Free
7935,21,Female,Greece,2022-09-25,Basic
7936,26,Male,Switzerland,2021-10-26,Basic
7937,26,Male,Italy,2022-03-20,Free
7938,34,Male,Portugal,2020-08-22,Free
7939,23,Male,Switzerland,2023-02-25,Basic
7940,21,Male,Greece,2020-05-25,Basic
7941,25,Male,Portugal,2022-01-02,Free
7942,22,Female,Portugal,2021-01-25,Free
7943,21,Male,Switzerland,2022-01-12,Basic
7944,27,Female,Spain,2020-05-17,Free
7945,23,Male,Portugal,2022-03-30,Basic
7946,27,Male,Austria,2021-03-22,Free
7947,30,Male,Greece,2022-09-15,Free
7948,13,Male,Spain,2021-08-26,Free
7949,14,Female,United States,2021-05-26,Basic
7950,27,Female,Austria,2021-03-29,Free
7951,18,Male,Ireland,2022-04-26,Basic
7952,22,Female,Belgium,2022-03-13,Free
7953,24,Female,Belgium,2021-03-31,Free
7954,30,Female,Finland,2021-06-24,Free
7955,29,Female,Belgium,2020-07-02,Free
7956,31,Male,Norway,2021-07-18,Free
7957,23,Male,Ireland,2023-03-29,Basic
7958,25,Female,France,2021-02-27,Basic
7959,28,Male,United Kingdom,2020-08-18,Free
7960,35,Female,Sweden,2021-05-15,Premium
7961,24,Female,Netherlands,2020-11-30,Basic
7962,21,Female,Germany,2021-05-08,Basic
7963,22,Male,Belgium,2021-12-06,Free
7964,17,Male,Sweden,2021-03-26,Free
7965,25,Male,France,2020-12-01,Free
7966,29,Female,Denmark,2021-08-17,Basic
7967,26,Male,United Kingdom,2021-06-11,Premium
7968,24,Male,Italy,2022-12-06,Free
7969,23,Female,Denmark,2021-01-20,Free
7970,22,Female,Austria,2022-06-14,Free
7971,14,Male,Switzerland,2020-08-30,Premium
7972,28,Male,United States,2022-05-19,Free
7973,28,Female,United States,2022-10-25,Free
7974,29,Male,Switzerland,2020-05-24,Free
7975,22,Female,Spain,2023-01-25,Premium
7976,26,Female,Austria,2021-09-21,Free
7977,29,Male,United Kingdom,2022-05-22,Free
7978,17,Female,Austria,2021-01-12,Premium
7979,26,Male,France,2022-04-22,Free
7980,27,Female,United Kingdom,2022-02-06,Free
7981,26,Female,Spain,2020-10-13,Free
7982,20,Male,France,2021-01-25,Free
7983,21,Female,Norway,2021-08-24,Free
7984,28,Male,Finland,2021-08-17,Basic
7985,27,Female,Netherlands,2021-10-14,Free
7986,23,Male,United States,2021-01-31,Basic
7987,25,Female,Finland,2023-02-04,Free
7988,23,Male,Belgium,2020-06-25,Free
7989,25,Female,Sweden,2022-10-04,Free
7990,22,Male,Denmark,2022-06-26,Basic
7991,23,Male,Denmark,2020-04-27,Free
7992,18,Male,Denmark,2023-01-17,Free
7993,21,Male,Belgium,2021-06-06,Premium
7994,26,Male,Sweden,2021-11-15,Free
7995,20,Male,Finland,2021-05-16,Basic
7996,24,Female,Spain,2020-08-25,Premium
7997,22,Female,Sweden,2020-10-23,Free
7998,16,Female,Portugal,2021-05-29,Free
7999,28,Female,Sweden,2021-10-31,Free
8000,26,Female,Italy,2021-10-27,Basic
8001,18,Male,United Kingdom,2023-04-18,Free
8002,19,Female,Portugal,2022-03-28,Free
8003,28,Male,Spain,2021-08-23,Free
8004,21,Male,Belgium,2020-09-21,Premium
8005,29,Female,Belgium,2023-01-11,Premium
8006,33,Female,Spain,2021-12-25,Basic
8007,21,Female,Finland,2020-09-12,Free
8008,29,Male,United States,2020-07-25,Free
8009,23,Male,Greece,2021-02-19,Basic
8010,12,Male,Switzerland,2022-03-20,Free
8011,17,Male,United Kingdom,2023-01-01,Free
8012,24,Female,Denmark,2022-07-22,Free
8013,19,Male,Denmark,2021-04-21,Free
8014,27,Male,Spain,2021-07-24,Free
8015,20,Female,Denmark,2022-01-09,Basic
8016,24,Male,Sweden,2020-06-09,Free
8017,12,Male,Denmark,2021-03-01,Basic
8018,29,Male,Germany,2021-04-07,Free
8019,22,Female,Sweden,2020-10-04,Basic
8020,28,Male,Switzerland,2022-09-09,Free
8021,26,Female,Norway,2020-12-17,Free
8022,33,Male,Belgium,2022-05-01,Basic
8023,19,Male,Austria,2022-04-30,Free
8024,28,Female,Denmark,2020-05-22,Free
8025,25,Male,Belgium,2022-06-05,Free
8026,21,Female,Greece,2022-10-26,Free
8027,25,Female,Denmark,2020-08-03,Free
8028,22,Male,Germany,2021-06-22,Free
8029,21,Female,Finland,2022-10-15,Free
8030,9,Female,Greece,2021-05-30,Free
8031,37,Female,Greece,2020-06-23,Free
8032,24,Male,Belgium,2022-05-12,Free
8033,25,Male,Denmark,2022-12-28,Free
8034,30,Male,Finland,2022-07-13,Free
8035,24,Male,Belgium,2020-04-26,Basic
8036,30,Male,Denmark,2022-02-09,Basic
8037,17,Male,Germany,2021-03-06,Free
8038,28,Male,Austria,2023-02-08,Basic
8039,25,Female,Denmark,2020-07-02,Basic
8040,23,Male,Belgium,2021-05-24,Free
8041,31,Prefer not to say,Austria,2022-05-26,Premium
8042,31,Female,United States,2023-02-23,Basic
8043,28,Female,Germany,2020-10-08,Free
8044,24,Female,Norway,2021-11-22,Free
8045,26,Female,Spain,2020-11-03,Free
8046,27,Male,Greece,2021-02-24,Basic
8047,30,Male,Switzerland,2022-05-23,Basic
8048,34,Female,Germany,2022-03-31,Free
8049,31,Female,Spain,2022-07-22,Basic
8050,21,Female,Denmark,2022-05-02,Free
8051,21,Male,Italy,2021-03-18,Free
8052,24,Female,Austria,2020-08-26,Premium
8053,35,Female,Denmark,2020-07-14,Free
8054,20,Male,Spain,2023-01-26,Premium
8055,26,Male,United States,2022-03-28,Free
8056,27,Female,Belgium,2022-03-20,Free
8057,20,Female,Spain,2020-12-13,Basic
8058,28,Female,Austria,2022-01-07,Free
8059,23,Male,United States,2020-08-28,Premium
8060,23,Female,Greece,2020-12-16,Free
8061,19,Male,Ireland,2020-06-29,Free
8062,24,Male,United Kingdom,2021-04-26,Free
8063,27,Female,Spain,2020-04-30,Basic
8064,25,Male,Germany,2022-08-08,Free
8065,25,Male,Italy,2022-01-05,Basic
8066,32,Male,Switzerland,2020-11-23,Premium
8067,19,Female,Austria,2020-12-26,Basic
8068,24,Female,United States,2021-09-28,Basic
8069,23,Female,France,2021-11-02,Free
8070,16,Male,Greece,2021-07-14,Free
8071,26,Male,Ireland,2021-02-07,Free
8072,29,Female,Norway,2022-03-08,Free
8073,26,Prefer not to say,Germany,2023-02-17,Premium
8074,24,Female,Germany,2022-11-04,Premium
8075,29,Male,Netherlands,2020-10-30,Basic
8076,37,Female,Italy,2022-11-15,Basic
8077,29,Male,Netherlands,2021-09-14,Free
8078,25,Male,France,2022-05-18,Free
8079,18,Female,Germany,2022-09-12,Free
8080,24,Female,Austria,2020-10-03,Free
8081,25,Female,Greece,2020-07-24,Basic
8082,26,Male,Greece,2022-11-23,Premium
8083,29,Female,Spain,2023-04-01,Free
8084,25,Male,Norway,2021-01-21,Basic
8085,22,Male,Finland,2020-12-03,Free
8086,26,Female,United Kingdom,2020-05-03,Free
8087,22,Female,Finland,2020-08-23,Basic
8088,21,Non-Binary,Belgium,2022-09-02,Basic
8089,23,Male,Germany,2023-02-11,Basic
8090,17,Male,Italy,2021-09-10,Free
8091,18,Female,Portugal,2021-03-17,Free
8092,22,Male,Italy,2022-01-13,Free
8093,22,Female,United Kingdom,2022-06-17,Basic
8094,18,Male,Greece,2021-06-27,Free
8095,28,Male,Sweden,2021-03-29,Basic
8096,23,Male,Ireland,2021-06-25,Free
8097,23,Male,Germany,2021-04-01,Basic
8098,20,Male,Austria,2022-10-29,Basic
8099,23,Female,Switzerland,2020-12-12,Basic
8100,20,Female,Italy,2022-02-23,Free
8101,18,Male,Italy,2022-05-24,Free
8102,28,Female,Italy,2021-01-15,Premium
8103,17,Female,Netherlands,2022-03-13,Free
8104,26,Male,Finland,2022-08-29,Free
8105,27,Male,Switzerland,2022-03-05,Premium
8106,21,Male,Switzerland,2022-02-24,Basic
8107,11,Male,United Kingdom,2020-09-18,Basic
8108,24,Male,Sweden,2021-01-17,Free
8109,31,Male,Finland,2020-12-30,Free
8110,29,Male,Belgium,2023-01-16,Basic
8111,25,Female,United States,2023-03-08,Free
8112,20,Female,Sweden,2021-05-14,Free
8113,20,Male,Italy,2021-06-30,Free
8114,24,Female,United Kingdom,2020-09-21,Basic
8115,30,Female,Italy,2021-05-18,Free
8116,25,Female,Sweden,2022-04-21,Free
8117,23,Male,Switzerland,2021-03-01,Free
8118,32,Female,Netherlands,2021-01-01,Free
8119,18,Male,Belgium,2021-02-19,Free
8120,21,Female,Norway,2021-11-24,Basic
8121,29,Female,Netherlands,2022-08-06,Basic
8122,23,Female,Austria,2023-02-27,Free
8123,27,Female,Spain,2022-04-29,Free
8124,15,Female,Netherlands,2020-08-30,Basic
8125,29,Female,France,2021-04-14,Free
8126,18,Female,Finland,2022-09-21,Free
8127,26,Male,United Kingdom,2021-04-09,Basic
8128,21,Male,Ireland,2020-09-08,Free
8129,19,Male,Denmark,2022-06-12,Basic
8130,29,Female,Ireland,2022-11-18,Free
8131,25,Female,Belgium,2020-10-09,Free
8132,27,Female,Ireland,2021-08-12,Free
8133,26,Male,Denmark,2020-08-15,Basic
8134,23,Female,Switzerland,2021-07-16,Free
8135,17,Female,Norway,2023-01-19,Free
8136,26,Male,Switzerland,2021-12-24,Free
8137,19,Male,Spain,2021-12-08,Free
8138,24,Male,Austria,2020-06-02,Basic
8139,24,Female,Ireland,2020-06-05,Free
8140,16,Male,France,2022-07-14,Premium
8141,24,Female,Ireland,2022-08-17,Premium
8142,24,Male,Sweden,2020-07-11,Free
8143,25,Female,Finland,2021-02-28,Free
8144,24,Male,Switzerland,2020-06-19,Free
8145,22,Female,Portugal,2020-10-05,Free
8146,33,Male,Ireland,2021-04-07,Free
8147,29,Male,Denmark,2021-09-08,Free
8148,25,Female,France,2020-07-12,Free
8149,22,Male,Germany,2020-10-29,Free
8150,29,Female,Norway,2020-04-22,Basic
8151,21,Male,Belgium,2021-02-28,Free
8152,25,Male,Spain,2022-07-29,Free
8153,21,Male,Italy,2022-05-05,Basic
8154,21,Female,France,2022-11-01,Free
8155,30,Male,Portugal,2021-07-02,Basic
8156,33,Female,Belgium,2021-09-25,Basic
8157,21,Male,Greece,2022-10-29,Free
8158,27,Male,Germany,2022-03-21,Basic
8159,29,Male,Austria,2021-10-11,Free
8160,18,Male,United Kingdom,2020-05-31,Free
8161,21,Female,Denmark,2022-12-26,Basic
8162,25,Female,Netherlands,2022-12-23,Free
8163,23,Female,Ireland,2023-04-05,Free
8164,29,Female,France,2021-08-25,Free
8165,30,Male,Switzerland,2020-10-13,Free
8166,24,Male,United States,2022-06-15,Basic
8167,32,Male,Ireland,2020-05-27,Basic
8168,21,Female,Finland,2022-10-24,Free
8169,29,Female,Norway,2021-11-09,Free
8170,17,Female,United Kingdom,2022-01-18,Free
8171,22,Male,Netherlands,2022-09-05,Free
8172,27,Female,United States,2021-07-09,Free
8173,18,Male,Norway,2022-07-11,Free
8174,27,Female,Spain,2020-07-20,Basic
8175,21,Male,Switzerland,2021-06-30,Free
8176,19,Male,Norway,2020-06-28,Free
8177,16,Male,Austria,2020-12-07,Free
8178,28,Male,Germany,2023-01-20,Basic
8179,36,Male,Sweden,2021-06-23,Free
8180,36,Male,Portugal,2022-04-21,Free
8181,26,Female,Norway,2022-07-31,Free
8182,22,Female,Finland,2021-01-19,Free
8183,27,Male,United States,2021-04-10,Free
8184,23,Male,Italy,2020-06-21,Free
8185,23,Male,Denmark,2020-06-25,Premium
8186,24,Non-Binary,Netherlands,2022-09-30,Basic
8187,19,Male,United Kingdom,2022-02-24,Free
8188,18,Female,Greece,2021-08-07,Free
8189,22,Male,Finland,2021-01-30,Basic
8190,27,Male,United Kingdom,2020-07-20,Basic
8191,22,Female,United States,2022-05-28,Free
8192,28,Female,Greece,2022-01-26,Free
8193,26,Female,Norway,2020-10-17,Premium
8194,27,Male,Germany,2020-05-05,Free
8195,26,Male,Sweden,2021-09-22,Free
8196,28,Male,Norway,2023-03-20,Basic
8197,33,Male,Austria,2020-10-10,Free
8198,33,Female,United States,2022-11-25,Free
8199,31,Female,Finland,2023-03-28,Free
8200,31,Male,Germany,2020-08-31,Basic
8201,18,Male,Finland,2020-08-04,Free
8202,26,Male,Switzerland,2020-10-19,Free
8203,13,Female,Italy,2020-10-08,Free
8204,29,Female,Greece,2022-05-03,Basic
8205,29,Male,Germany,2022-10-13,Free
8206,31,Male,United Kingdom,2020-08-19,Free
8207,24,Male,United Kingdom,2021-09-10,Basic
8208,30,Male,Ireland,2022-07-28,Free
8209,19,Female,Greece,2022-03-17,Premium
8210,21,Female,Italy,2022-12-26,Free
8211,23,Male,Italy,2021-09-22,Basic
8212,29,Female,Austria,2022-11-11,Basic
8213,29,Female,Finland,2022-09-04,Free
8214,22,Male,Sweden,2021-12-09,Basic
8215,24,Female,France,2022-08-31,Free
8216,26,Female,Austria,2022-09-26,Free
8217,27,Female,Switzerland,2021-11-18,Basic
8218,33,Female,Sweden,2022-02-25,Free
8219,22,Male,Netherlands,2020-10-09,Premium
8220,17,Male,Austria,2020-06-05,Free
8221,20,Male,Norway,2020-08-20,Free
8222,21,Female,Italy,2020-05-15,Free
8223,27,Female,Norway,2021-12-07,Free
8224,25,Female,Germany,2021-07-01,Free
8225,29,Male,Austria,2021-09-02,Free
8226,23,Male,Switzerland,2022-03-02,Basic
8227,27,Male,France,2022-01-18,Free
8228,27,Female,Finland,2022-09-24,Free
8229,29,Male,Finland,2020-12-04,Free
8230,22,Non-Binary,Netherlands,2022-01-07,Basic
8231,27,Male,Sweden,2021-01-03,Free
8232,22,Male,France,2021-06-13,Free
8233,26,Male,Finland,2021-03-10,Basic
8234,22,Male,Italy,2020-09-15,Free
8235,24,Female,Ireland,2022-08-18,Free
8236,28,Female,Belgium,2021-11-28,Free
8237,27,Male,Norway,2021-08-27,Basic
8238,23,Female,Greece,2022-08-16,Free
8239,32,Female,United Kingdom,2020-04-26,Basic
8240,23,Female,Netherlands,2023-01-11,Basic
8241,31,Female,Portugal,2022-03-21,Basic
8242,28,Male,Sweden,2021-02-23,Free
8243,25,Male,Denmark,2021-05-06,Basic
8244,15,Male,France,2020-10-04,Premium
8245,20,Female,Netherlands,2020-08-14,Free
8246,25,Male,Switzerland,2021-04-24,Basic
8247,21,Female,Ireland,2021-12-07,Basic
8248,21,Female,France,2022-03-06,Free
8249,21,Female,Germany,2022-10-11,Basic
8250,17,Male,Italy,2023-02-08,Basic
8251,26,Male,Norway,2021-11-14,Basic
8252,20,Male,Netherlands,2022-04-29,Free
8253,25,Male,Norway,2020-10-14,Free
8254,27,Male,United Kingdom,2023-01-08,Free
8255,32,Female,Austria,2020-11-10,Free
8256,35,Prefer not to say,Italy,2022-06-15,Free
8257,16,Male,Sweden,2020-09-20,Basic
8258,22,Male,Netherlands,2021-10-24,Free
8259,20,Female,Sweden,2020-11-20,Basic
8260,23,Female,Denmark,2023-04-13,Free
8261,18,Female,United Kingdom,2021-10-04,Basic
8262,27,Female,Portugal,2020-09-16,Basic
8263,20,Female,Portugal,2022-11-07,Basic
8264,31,Female,Greece,2020-10-03,Free
8265,21,Male,Austria,2022-01-24,Free
8266,29,Male,Italy,2021-07-15,Basic
8267,18,Male,Greece,2023-01-10,Free
8268,26,Male,Switzerland,2021-08-02,Basic
8269,25,Female,Finland,2020-09-06,Free
8270,27,Female,Austria,2022-06-01,Basic
8271,25,Male,United Kingdom,2022-08-19,Free
8272,33,Female,Sweden,2023-03-03,Free
8273,28,Female,United States,2022-12-29,Free
8274,28,Male,Portugal,2021-07-24,Free
8275,24,Female,Norway,2022-06-19,Free
8276,22,Female,Sweden,2020-08-11,Free
8277,19,Female,United Kingdom,2022-12-14,Basic
8278,24,Male,Germany,2021-05-08,Premium
8279,19,Male,United States,2020-09-30,Free
8280,33,Male,Sweden,2021-02-15,Free
8281,21,Female,Denmark,2020-06-17,Premium
8282,19,Male,Spain,2022-12-03,Basic
8283,32,Male,Greece,2022-02-08,Free
8284,22,Female,Finland,2020-09-02,Basic
8285,37,Female,Germany,2021-11-07,Basic
8286,29,Female,Belgium,2020-08-12,Free
8287,26,Female,Greece,2021-02-11,Free
8288,19,Male,Portugal,2020-10-08,Free
8289,27,Male,United States,2020-07-05,Basic
8290,25,Male,Belgium,2021-08-03,Basic
8291,35,Male,Ireland,2022-04-28,Free
8292,21,Male,France,2022-10-18,Free
8293,29,Female,Sweden,2022-08-29,Premium
8294,28,Male,Italy,2022-05-23,Basic
8295,19,Male,Denmark,2020-12-18,Basic
8296,10,Male,United Kingdom,2022-01-31,Basic
8297,20,Male,United Kingdom,2021-12-17,Premium
8298,23,Male,Denmark,2022-07-12,Basic
8299,28,Male,Belgium,2021-06-12,Free
8300,22,Female,Switzerland,2020-09-26,Basic
8301,35,Male,Ireland,2022-01-05,Free
8302,12,Female,France,2020-12-01,Free
8303,21,Female,United States,2022-01-08,Basic
8304,17,Female,Germany,2022-10-23,Free
8305,19,Male,Ireland,2020-05-18,Free
8306,22,Female,Greece,2020-09-16,Basic
8307,29,Male,Belgium,2021-05-24,Basic
8308,20,Female,Norway,2021-12-28,Premium
8309,26,Female,Sweden,2020-07-13,Free
8310,25,Male,Germany,2021-06-29,Free
8311,25,Female,United Kingdom,2022-02-05,Free
8312,29,Female,United Kingdom,2023-02-08,Free
8313,26,Male,Ireland,2022-10-21,Basic
8314,19,Female,Ireland,2020-12-27,Free
8315,32,Male,Sweden,2021-06-11,Free
8316,22,Female,Denmark,2021-04-26,Premium
8317,25,Male,Germany,2020-05-06,Free
8318,29,Male,Belgium,2023-02-09,Basic
8319,28,Female,Sweden,2021-11-30,Free
8320,16,Male,France,2021-07-24,Free
8321,18,Female,Finland,2020-12-10,Basic
8322,19,Male,Germany,2021-11-15,Free
8323,20,Male,Germany,2023-03-03,Free
8324,34,Male,Greece,2021-06-24,Free
8325,26,Male,Greece,2022-12-30,Premium
8326,33,Male,Switzerland,2022-01-12,Free
8327,21,Male,Greece,2021-08-17,Free
8328,25,Male,Finland,2021-10-26,Premium
8329,26,Female,Austria,2021-04-26,Free
8330,23,Female,Switzerland,2023-02-16,Premium
8331,22,Male,Greece,2021-03-04,Free
8332,25,Female,Austria,2022-12-15,Free
8333,17,Male,Germany,2022-04-22,Free
8334,17,Female,Germany,2021-04-06,Free
8335,23,Male,Germany,2021-06-12,Basic
8336,25,Male,Netherlands,2022-09-16,Basic
8337,26,Female,Germany,2022-11-22,Free
8338,30,Female,Switzerland,2020-10-05,Free
8339,14,Male,United Kingdom,2023-03-20,Basic
8340,29,Non-Binary,Finland,2021-08-11,Basic
8341,23,Male,United Kingdom,2021-11-27,Premium
8342,22,Male,Ireland,2021-02-03,Free
8343,20,Male,Austria,2020-07-09,Free
8344,23,Male,Greece,2021-10-01,Basic
8345,28,Male,Italy,2022-10-26,Basic
