user_id,content_id,revenue_amount,revenue_type,transaction_date
69176,3784,0.0,Subscription,2023-02-09
4462,898,8.13,Advertisement,2022-09-07
31732,4727,80.0,Subscription,2023-02-03
64933,2275,6.38,Advertisement,2022-10-15
29043,350,12.79,In-app Purchase,2022-08-28
79271,2812,6.44,Advertisement,2023-02-07
40841,2190,0.0,Subscription,2022-07-15
90800,4903,4.09,Advertisement,2023-03-28
10174,797,0.0,Subscription,2022-10-22
66381,293,2.56,Advertisement,2023-03-03
29683,2855,56.56,In-app Purchase,2021-09-28
32307,332,21.99,In-app Purchase,2022-02-11
40408,4453,15.56,Advertisement,2021-08-19
78762,3073,0.0,Subscription,2022-08-03
64997,1366,0.0,Subscription,2023-02-09
27531,4074,10.0,Subscription,2022-09-16
88628,4366,5.9,Advertisement,2023-01-29
60381,4964,18.81,Advertisement,2023-03-03
50079,598,16.66,Advertisement,2023-04-18
81860,784,6.81,Advertisement,2022-10-26
28658,3886,0.0,Subscription,2022-10-22
59641,4770,3.66,In-app Purchase,2023-03-06
55592,2056,50.0,Subscription,2022-12-02
38294,2001,76.47,Advertisement,2022-12-09
13992,2622,5.24,Advertisement,2022-03-18
74774,2780,2.03,Advertisement,2022-12-20
91506,3875,2.51,In-app Purchase,2023-04-10
67162,1726,80.0,Subscription,2022-01-01
33604,2814,0.0,Subscription,2021-05-15
67962,526,15.51,Advertisement,2021-08-23
46558,663,80.0,Subscription,2021-08-21
67866,3731,3.35,Advertisement,2022-01-14
65102,87,1.88,In-app Purchase,2022-10-27
12321,4728,7.85,Advertisement,2021-09-19
65263,1852,22.74,Advertisement,2022-12-29
68284,1102,16.41,In-app Purchase,2023-04-18
13710,4990,0.0,Subscription,2023-02-07
43798,4953,26.58,In-app Purchase,2022-06-07
80957,4434,14.12,Advertisement,2023-04-19
38294,3845,5.72,Advertisement,2023-01-12
88011,948,2.4,Advertisement,2022-12-13
28020,4881,12.76,Advertisement,2023-02-07
33231,718,8.73,Advertisement,2022-07-02
55858,398,28.06,Advertisement,2022-10-05
67401,1092,100.0,Subscription,2022-01-08
35913,2807,15.91,In-app Purchase,2022-03-03
56544,2565,30.0,Subscription,2022-12-30
46299,4217,80.09,Advertisement,2022-09-17
55988,2948,17.77,Advertisement,2021-03-15
3616,212,0.0,Subscription,2022-06-21
91201,1426,2.45,Advertisement,2022-12-25
75989,3877,3.68,Advertisement,2023-01-02
40977,279,12.31,Advertisement,2021-06-28
90185,3673,14.33,Advertisement,2021-11-05
42597,1924,0.0,Subscription,2023-01-24
30292,428,62.56,Advertisement,2022-10-26
45738,4831,4.5,Advertisement,2023-01-30
52096,1049,9.68,Advertisement,2022-10-01
10115,3978,19.96,Advertisement,2021-08-14
41648,4476,0.0,Subscription,2022-04-12
39906,1146,13.27,Advertisement,2023-03-21
45444,1043,0.0,Subscription,2023-01-14
67412,701,8.32,In-app Purchase,2022-07-04
34535,4321,0.0,Subscription,2022-07-21
37156,2723,1.41,Advertisement,2022-11-17
88748,1431,20.0,Subscription,2022-10-06
9668,784,26.51,Advertisement,2022-09-11
73573,896,0.0,Subscription,2023-04-15
47677,830,0.0,Subscription,2023-04-19
41650,4568,0.0,Subscription,2023-02-28
27438,980,10.67,Advertisement,2023-03-04
52623,615,3.2,Advertisement,2023-01-20
11480,3543,0.0,Subscription,2022-08-10
78534,3029,7.94,In-app Purchase,2021-03-25
86375,74,0.0,Subscription,2022-07-14
49262,4687,46.66,In-app Purchase,2023-04-03
77853,2103,24.87,Advertisement,2022-07-14
59045,2002,7.99,Advertisement,2022-03-14
33608,4594,5.61,Advertisement,2021-10-31
73617,3451,3.14,Advertisement,2023-01-11
34014,1219,5.46,Advertisement,2022-06-04
60228,1714,23.91,Advertisement,2023-01-26
16476,2178,0.0,Subscription,2022-05-21
58759,1068,70.0,Subscription,2022-10-15
49415,3046,5.84,Advertisement,2021-09-20
11032,1853,18.2,In-app Purchase,2021-10-18
2130,4632,4.58,Advertisement,2023-01-31
81276,102,5.42,Advertisement,2023-02-15
13455,3874,5.9,Advertisement,2022-07-16
94492,2047,0.0,Subscription,2021-10-26
28586,4314,0.0,Subscription,2023-03-01
99159,1207,4.4,In-app Purchase,2022-05-23
58435,4048,0.0,Subscription,2022-10-17
58884,4462,3.95,In-app Purchase,2022-07-04
36580,525,15.49,In-app Purchase,2021-12-10
76662,143,10.0,Subscription,2023-01-14
46225,4724,17.85,Advertisement,2023-02-08
61131,3201,3.8,Advertisement,2023-03-16
81673,2979,5.51,Advertisement,2021-01-13
65740,4305,10.0,Subscription,2023-03-31
42269,4735,0.0,Subscription,2022-01-04
19324,4278,2.46,Advertisement,2021-06-07
93159,4232,10.01,Advertisement,2022-06-04
13623,1623,34.5,Advertisement,2022-10-24
63500,2863,3.66,Advertisement,2022-06-24
38616,1283,16.89,In-app Purchase,2022-05-21
41920,1713,3.45,Advertisement,2022-12-08
80041,2525,1.97,Advertisement,2023-02-15
29593,1657,1.71,Advertisement,2023-03-13
68586,2517,180.0,Subscription,2022-12-29
42173,1958,4.02,Advertisement,2022-08-23
84474,1606,25.5,Advertisement,2021-12-05
99993,2580,70.09,Advertisement,2023-02-20
54736,2381,4.95,Advertisement,2023-04-09
26806,1495,0.0,Subscription,2022-12-21
74246,729,0.0,Subscription,2022-12-06
92505,4852,0.0,Subscription,2022-11-10
86273,3920,6.98,In-app Purchase,2022-10-26
47271,3145,7.2,Advertisement,2023-01-13
64097,339,15.29,In-app Purchase,2021-12-01
74480,4932,24.09,Advertisement,2021-06-15
85915,981,8.76,Advertisement,2021-12-09
50814,3038,63.91,Advertisement,2023-02-17
54132,799,5.77,Advertisement,2023-02-04
30092,303,21.34,Advertisement,2022-01-12
13533,1233,9.59,Advertisement,2023-01-14
44584,1564,2.53,Advertisement,2022-12-26
54539,4304,0.0,Subscription,2022-08-24
11559,4104,0.0,Subscription,2022-05-08
14345,4945,17.3,In-app Purchase,2023-02-19
81601,605,0.0,Subscription,2021-12-06
38076,206,2.13,Advertisement,2022-11-08
14096,4286,0.0,Subscription,2023-04-01
61477,260,5.61,In-app Purchase,2022-12-10
44529,1692,0.0,Subscription,2022-06-14
49038,4424,4.85,In-app Purchase,2022-08-08
17167,1809,7.13,Advertisement,2022-09-14
72833,4892,5.21,Advertisement,2022-12-08
4890,253,0.0,Subscription,2023-01-01
58518,2816,0.0,Subscription,2022-06-18
94298,649,0.0,Subscription,2023-04-03
24045,4886,8.71,Advertisement,2021-01-14
73567,649,10.33,Advertisement,2022-04-08
89401,2388,10.76,Advertisement,2022-11-30
48926,4171,0.0,Subscription,2022-12-18
98241,996,0.0,Subscription,2022-02-10
18369,1515,37.05,Advertisement,2023-02-02
6550,1078,2.99,Advertisement,2023-03-03
85720,2735,1.19,Advertisement,2022-11-27
41462,4619,3.75,Advertisement,2021-06-28
56617,3819,50.0,Subscription,2022-11-09
92691,230,3.17,Advertisement,2022-07-30
77436,2395,0.0,Subscription,2021-10-06
92314,3492,35.95,Advertisement,2023-04-16
69962,4777,0.0,Subscription,2023-03-16
91702,3216,22.43,Advertisement,2023-03-31
84362,3212,30.0,Subscription,2022-01-21
42008,2421,23.64,In-app Purchase,2022-09-17
80626,696,4.54,Advertisement,2023-02-03
22183,2274,10.23,In-app Purchase,2021-01-02
43099,1237,6.94,Advertisement,2023-02-05
48608,1192,5.68,Advertisement,2023-01-16
85018,2191,2.44,In-app Purchase,2023-01-03
41182,913,3.24,Advertisement,2023-01-05
16115,3137,9.02,Advertisement,2022-11-03
83845,3666,17.45,Advertisement,2021-05-20
35883,3190,4.61,Advertisement,2022-09-20
60774,3914,19.24,Advertisement,2022-05-31
39879,973,0.0,Subscription,2023-02-20
84583,1066,2.18,In-app Purchase,2022-05-15
61964,3562,9.91,Advertisement,2022-11-17
92674,2691,4.49,Advertisement,2023-04-10
65063,724,0.0,Subscription,2022-12-24
23472,1125,11.38,Advertisement,2021-02-24
94536,3271,0.0,Subscription,2022-03-17
97220,803,0.0,Subscription,2023-04-06
79785,146,90.0,Subscription,2023-01-22
11375,4954,12.21,Advertisement,2023-03-10
37710,14,0.0,Subscription,2022-11-25
72268,511,0.0,Subscription,2022-01-30
1945,1733,13.76,Advertisement,2021-07-19
31036,2566,14.4,Advertisement,2022-09-27
30677,2418,8.99,Advertisement,2021-12-27
80790,836,27.45,Advertisement,2021-03-22
27784,2984,24.83,Advertisement,2022-06-30
39243,3685,22.51,In-app Purchase,2022-07-05
27008,4802,7.88,Advertisement,2022-01-07
33079,4307,0.0,Subscription,2023-03-02
16571,2453,5.75,Advertisement,2022-11-03
43379,2138,23.04,Advertisement,2023-03-27
87803,989,3.57,Advertisement,2023-03-12
94295,1188,0.0,Subscription,2022-07-02
2722,753,7.61,Advertisement,2022-09-27
10241,4054,18.35,Advertisement,2022-10-19
75873,4708,9.19,Advertisement,2022-10-24
89661,2662,62.81,In-app Purchase,2023-03-24
1947,2451,15.04,In-app Purchase,2023-01-25
1823,3841,0.0,Subscription,2022-01-25
22948,1652,14.65,In-app Purchase,2023-03-04
57537,2607,9.56,In-app Purchase,2023-01-15
73026,1875,23.82,Advertisement,2023-02-06
18734,4086,32.05,Advertisement,2023-04-12
19350,956,103.08,Advertisement,2023-03-17
25316,645,60.0,Subscription,2022-10-24
68420,4426,0.0,Subscription,2022-06-06
13034,2555,23.56,Advertisement,2022-06-03
83967,805,10.0,Subscription,2023-03-17
43834,1103,18.32,In-app Purchase,2022-05-30
16558,4935,0.0,Subscription,2022-12-05
43107,3154,9.19,Advertisement,2021-08-25
35388,2319,18.34,Advertisement,2023-03-10
95566,4854,140.0,Subscription,2023-01-31
35202,3218,17.8,Advertisement,2023-02-27
7205,4546,0.0,Subscription,2022-05-23
97369,655,50.0,Subscription,2022-10-02
73479,2588,11.77,In-app Purchase,2023-01-12
30273,27,100.0,Subscription,2022-12-13
85246,1958,8.6,Advertisement,2022-09-12
68257,476,17.26,Advertisement,2023-01-30
84564,333,70.0,Subscription,2022-06-20
60576,4503,3.26,Advertisement,2022-12-01
25977,3816,0.0,Subscription,2023-03-27
58821,4180,3.88,Advertisement,2021-11-10
10270,2416,10.5,Advertisement,2022-03-01
92832,2580,35.45,Advertisement,2022-01-03
94695,1461,24.41,Advertisement,2022-03-24
981,4953,39.56,In-app Purchase,2022-12-13
25651,679,13.14,Advertisement,2023-01-21
51040,2866,0.0,Subscription,2022-08-14
22451,1896,8.43,Advertisement,2023-01-24
86252,1727,1.53,Advertisement,2022-08-04
99563,1364,0.0,Subscription,2022-07-21
11225,343,4.87,Advertisement,2022-07-25
70946,1191,21.0,Advertisement,2022-06-20
75938,1514,0.0,Subscription,2022-10-06
20077,1327,0.78,Advertisement,2023-04-19
46585,3776,4.64,Advertisement,2021-01-26
9603,2796,0.0,Subscription,2022-08-17
30541,3354,13.1,Advertisement,2021-03-19
74555,1685,51.07,Advertisement,2021-11-23
22610,1659,29.39,Advertisement,2023-03-15
17870,1441,5.68,Advertisement,2023-03-22
41975,3707,34.74,Advertisement,2022-12-24
14410,2195,0.0,Subscription,2023-01-05
43408,1957,12.35,Advertisement,2022-01-22
55348,3617,4.25,Advertisement,2022-11-02
95437,2343,17.75,Advertisement,2023-04-15
60014,4962,32.32,Advertisement,2023-03-23
40359,1677,50.0,Subscription,2022-09-19
73299,1854,0.0,Subscription,2021-06-06
85599,4987,3.3,Advertisement,2023-03-27
68676,2390,0.0,Subscription,2022-08-25
1053,4358,11.92,Advertisement,2021-12-28
11976,4261,6.13,Advertisement,2023-01-04
45048,1194,8.75,In-app Purchase,2023-01-08
88264,4812,0.56,Advertisement,2022-10-31
25210,3324,0.0,Subscription,2021-07-03
25813,1235,10.52,Advertisement,2022-05-08
50904,4869,43.7,Advertisement,2022-01-19
96735,4719,5.48,In-app Purchase,2022-04-12
43495,2857,0.0,Subscription,2022-01-16
12951,593,0.0,Subscription,2022-12-06
330,855,2.7,Advertisement,2022-12-26
66126,1695,20.67,Advertisement,2022-08-16
15659,1773,12.23,Advertisement,2023-03-29
61636,926,9.89,Advertisement,2022-10-09
23013,567,0.0,Subscription,2023-01-26
30442,181,6.34,In-app Purchase,2022-06-02
89504,1199,5.41,Advertisement,2022-05-16
41163,1637,17.35,Advertisement,2022-11-30
86051,4987,100.0,Subscription,2023-04-09
52242,3590,24.46,Advertisement,2021-01-03
66834,1185,79.42,In-app Purchase,2022-05-16
14757,1282,13.15,Advertisement,2022-03-17
23346,4802,0.0,Subscription,2023-04-18
17398,4563,50.0,Subscription,2022-11-22
37427,1578,0.0,Subscription,2023-04-11
6709,4329,50.0,Subscription,2023-02-05
6549,1551,26.47,In-app Purchase,2021-04-03
77402,359,3.9,Advertisement,2022-07-06
65913,258,25.14,Advertisement,2023-03-11
10758,4270,13.28,Advertisement,2022-12-12
40468,3426,3.12,Advertisement,2023-03-09
45684,4363,7.87,Advertisement,2022-12-01
35378,736,100.0,Subscription,2023-03-09
52845,3609,20.15,In-app Purchase,2021-05-26
48823,3651,1.82,Advertisement,2023-03-08
11427,2862,26.47,Advertisement,2021-07-27
69004,4240,3.81,In-app Purchase,2022-02-07
7979,2825,7.64,Advertisement,2021-04-13
72516,2153,3.82,Advertisement,2022-09-18
91277,2107,0.0,Subscription,2022-01-08
2494,4896,16.1,Advertisement,2023-04-15
70009,569,14.11,Advertisement,2022-08-25
78457,2950,0.0,Subscription,2023-04-18
58644,79,0.0,Subscription,2022-03-24
72821,4627,100.0,Subscription,2021-06-10
3562,1439,5.23,Advertisement,2022-11-15
76508,910,6.51,Advertisement,2023-01-24
16240,3969,6.77,In-app Purchase,2022-06-01
18432,4021,0.0,Subscription,2023-01-23
97368,3597,10.28,Advertisement,2022-09-18
91989,3142,30.46,Advertisement,2023-03-14
79417,1031,0.0,Subscription,2023-03-23
11093,4045,32.56,In-app Purchase,2023-01-12
71965,1579,9.97,Advertisement,2022-05-29
4336,1370,3.95,Advertisement,2023-03-12
32822,4698,0.0,Subscription,2022-08-09
70432,2876,25.31,Advertisement,2022-12-03
29323,1175,2.37,Advertisement,2023-02-24
42014,2380,17.75,Advertisement,2022-10-17
41152,3701,0.0,Subscription,2023-01-10
27527,1795,8.73,Advertisement,2021-08-03
87990,4328,13.38,Advertisement,2022-06-12
17820,1663,38.11,Advertisement,2022-05-25
8088,600,100.0,Subscription,2021-10-10
66519,4742,14.96,Advertisement,2022-10-31
9939,4540,3.86,In-app Purchase,2023-01-26
2287,4973,2.17,Advertisement,2022-04-11
30501,2947,7.62,Advertisement,2022-07-09
69332,2951,0.0,Subscription,2023-03-04
80014,3113,7.82,Advertisement,2022-04-19
56345,582,70.0,Subscription,2022-08-31
32676,2215,5.93,Advertisement,2023-03-26
13382,3451,0.0,Subscription,2022-04-16
83400,1143,0.0,Subscription,2020-12-31
90113,4730,13.11,Advertisement,2023-03-08
50660,1359,10.0,Subscription,2023-03-04
52179,3410,0.0,Subscription,2023-03-16
56616,1343,13.25,In-app Purchase,2023-03-16
2223,3346,0.0,Subscription,2022-11-11
97002,1254,9.45,Advertisement,2020-12-14
29726,1644,40.0,Subscription,2022-10-02
63469,4560,40.78,Advertisement,2022-11-13
24296,2089,9.98,In-app Purchase,2022-11-21
7290,431,10.0,Subscription,2022-08-29
61400,1574,26.57,Advertisement,2020-12-03
82263,4425,2.5,Advertisement,2023-03-10
33050,2847,0.0,Subscription,2023-02-07
50377,305,8.16,Advertisement,2023-02-06
90226,2070,15.4,Advertisement,2022-09-07
71449,1997,12.42,Advertisement,2023-03-12
20105,3206,1.34,Advertisement,2023-04-19
16881,2068,5.28,Advertisement,2021-06-30
75286,2804,0.0,Subscription,2023-03-17
80365,207,1.21,In-app Purchase,2023-04-02
14552,2484,6.49,Advertisement,2021-09-15
72605,1273,18.27,Advertisement,2020-06-28
52394,2005,0.0,Subscription,2022-03-07
96339,4106,17.97,Advertisement,2021-11-11
98765,3863,0.0,Subscription,2022-09-07
63909,2774,8.49,Advertisement,2020-09-19
95130,4159,2.97,Advertisement,2022-08-04
40420,3949,35.32,Advertisement,2023-01-17
8628,985,12.32,In-app Purchase,2022-03-07
48323,2029,0.0,Subscription,2023-02-24
47290,4304,37.3,Advertisement,2023-03-10
76292,2626,4.72,In-app Purchase,2023-03-11
82467,2739,7.03,Advertisement,2023-01-06
52602,1688,110.0,Subscription,2022-10-03
81944,410,18.28,Advertisement,2023-04-05
86906,1674,20.89,Advertisement,2023-04-12
23551,2788,13.88,Advertisement,2022-06-11
62314,3724,36.02,Advertisement,2023-02-22
46383,1986,0.0,Subscription,2021-05-04
42469,2034,64.03,Advertisement,2023-02-06
8261,679,14.46,Advertisement,2022-04-21
43098,146,51.42,Advertisement,2023-04-08
4270,187,21.27,Advertisement,2021-03-14
90425,1265,7.83,Advertisement,2021-04-04
3067,1993,0.0,Subscription,2022-03-16
83430,1699,15.37,In-app Purchase,2021-07-02
77452,3844,80.0,Subscription,2021-09-30
81,4253,10.0,Subscription,2021-05-19
71777,3181,69.66,Advertisement,2022-06-04
4800,4286,0.0,Subscription,2023-01-31
74872,4196,6.11,Advertisement,2021-01-25
49982,3189,0.0,Subscription,2023-01-17
33423,2837,6.06,Advertisement,2021-11-26
70259,1596,18.54,Advertisement,2023-03-20
65833,4334,5.95,Advertisement,2023-01-20
56878,4500,90.0,Subscription,2021-05-05
59022,3574,30.0,Subscription,2022-07-02
70722,562,9.38,Advertisement,2023-03-10
4066,2812,3.68,Advertisement,2022-04-01
86159,887,5.15,Advertisement,2021-04-29
68033,3712,22.48,Advertisement,2023-02-21
24454,640,0.0,Subscription,2023-04-10
78316,1236,9.54,In-app Purchase,2023-02-21
63807,1407,9.43,Advertisement,2022-05-17
37943,3738,0.0,Subscription,2021-05-16
86244,399,17.26,Advertisement,2021-05-11
62786,87,0.0,Subscription,2022-12-06
79185,1692,0.0,Subscription,2022-10-03
32874,4242,0.0,Subscription,2023-03-21
44792,4674,15.68,In-app Purchase,2022-11-13
66058,1308,0.0,Subscription,2022-08-16
37094,4646,0.0,Subscription,2022-10-30
46826,1038,3.5,Advertisement,2021-10-24
21153,2296,160.0,Subscription,2022-03-19
55426,3719,4.33,Advertisement,2022-06-02
68723,2172,0.0,Subscription,2021-11-25
54784,4437,10.0,Subscription,2020-11-30
27477,4423,15.47,In-app Purchase,2023-03-17
44145,2563,23.81,In-app Purchase,2022-04-21
90716,4907,14.01,Advertisement,2022-10-04
34232,840,10.0,Subscription,2020-09-26
6622,2516,5.43,In-app Purchase,2023-01-02
11051,2218,80.0,Subscription,2022-08-14
52411,4837,40.08,Advertisement,2022-12-20
27909,2048,14.4,Advertisement,2021-02-20
29535,4431,11.85,Advertisement,2022-02-21
23189,2555,0.0,Subscription,2022-05-08
24107,3822,3.21,Advertisement,2023-01-31
34275,4548,6.36,In-app Purchase,2022-10-30
82973,129,11.93,Advertisement,2023-03-14
45323,1742,8.01,Advertisement,2020-09-18
24254,1366,32.35,Advertisement,2022-10-21
54528,3775,30.31,Advertisement,2023-02-12
12540,3761,0.0,Subscription,2022-05-01
28796,4977,2.1,Advertisement,2021-09-11
68028,3720,24.94,Advertisement,2022-11-28
98262,2692,8.12,Advertisement,2022-12-28
60289,664,0.0,Subscription,2023-04-10
73690,4663,6.96,Advertisement,2022-10-08
86141,3804,20.57,Advertisement,2022-07-07
58441,602,13.58,Advertisement,2021-02-17
44791,2818,32.28,Advertisement,2020-08-20
75080,1493,2.17,Advertisement,2022-11-15
99222,1810,0.0,Subscription,2022-08-29
78315,2734,6.84,Advertisement,2022-08-26
87475,317,0.0,Subscription,2021-05-07
69859,4458,0.0,Subscription,2023-01-29
63805,4704,3.72,Advertisement,2023-02-19
57647,2202,6.96,Advertisement,2023-03-26
7925,4667,3.65,Advertisement,2022-04-11
85930,3011,10.42,Advertisement,2022-04-06
1074,1317,14.61,Advertisement,2023-03-28
43956,3576,0.0,Subscription,2023-04-18
72482,1321,2.6,Advertisement,2021-09-09
32355,1447,80.0,Subscription,2022-12-07
15736,38,110.0,Subscription,2022-05-29
53751,267,23.14,Advertisement,2022-12-15
61342,2215,3.15,In-app Purchase,2021-11-28
69763,4127,0.0,Subscription,2023-02-27
25149,834,0.0,Subscription,2021-08-02
3449,890,1.58,Advertisement,2022-10-25
35873,4316,70.0,Subscription,2021-08-29
56725,898,0.0,Subscription,2023-01-18
33880,1452,24.87,Advertisement,2022-12-14
11965,3008,14.73,Advertisement,2022-12-01
48936,2162,8.49,Advertisement,2021-10-08
40962,2862,0.0,Subscription,2023-02-06
33492,1157,4.2,Advertisement,2023-01-09
35710,1051,13.92,Advertisement,2023-02-07
83393,107,2.37,Advertisement,2022-11-07
22975,1910,50.0,Subscription,2021-02-14
29188,4359,7.06,Advertisement,2022-08-16
64533,3494,8.89,Advertisement,2023-03-26
99661,2904,0.0,Subscription,2022-01-27
16177,4817,12.46,Advertisement,2023-03-23
641,347,6.62,Advertisement,2023-04-09
83006,2467,4.79,Advertisement,2022-01-12
1577,2692,50.0,Subscription,2022-07-10
59453,4850,10.95,Advertisement,2022-06-26
69469,869,0.0,Subscription,2022-04-08
30666,4928,6.71,Advertisement,2022-06-09
9217,2020,5.6,Advertisement,2023-04-08
45818,3290,10.07,In-app Purchase,2022-07-06
78643,1111,9.51,Advertisement,2020-11-26
15707,85,4.04,Advertisement,2022-04-11
64848,1090,5.5,Advertisement,2022-08-17
19074,725,0.0,Subscription,2023-01-11
36261,1874,3.13,Advertisement,2023-04-10
55266,3045,10.33,Advertisement,2022-12-09
2048,2264,8.83,Advertisement,2022-06-05
96861,1984,36.71,Advertisement,2022-09-14
18471,4953,2.92,In-app Purchase,2022-07-26
8194,8,3.78,Advertisement,2023-04-18
33227,2035,5.57,In-app Purchase,2022-11-23
60781,3994,14.51,Advertisement,2022-07-03
78703,3356,6.38,Advertisement,2022-12-07
95885,1958,4.71,Advertisement,2022-09-30
29714,2056,0.0,Subscription,2022-04-19
18047,4086,4.54,Advertisement,2022-11-18
99589,1279,0.0,Subscription,2021-10-16
12653,749,21.48,Advertisement,2022-12-15
38188,4341,7.86,Advertisement,2023-04-17
23501,4350,4.13,Advertisement,2021-06-28
62993,2917,90.0,Subscription,2023-01-31
48180,737,23.83,Advertisement,2022-12-12
38274,3105,20.62,Advertisement,2022-11-24
25080,2690,159.03,In-app Purchase,2023-03-21
51370,3749,1.41,Advertisement,2023-03-13
43377,1148,11.39,Advertisement,2021-12-08
84411,1960,21.19,Advertisement,2023-03-12
81477,1588,0.0,Subscription,2022-05-27
45235,1440,9.25,Advertisement,2022-10-14
50343,1483,0.0,Subscription,2022-11-10
24992,2523,6.65,Advertisement,2022-04-11
51105,2503,4.92,Advertisement,2023-01-18
18751,4720,14.34,Advertisement,2021-01-08
40233,1990,13.38,In-app Purchase,2023-04-02
68842,680,5.8,Advertisement,2021-03-16
69607,1390,5.9,Advertisement,2022-01-07
61937,731,13.98,Advertisement,2022-11-17
9903,4964,0.0,Subscription,2022-10-03
74052,4307,3.46,Advertisement,2023-02-24
48932,2297,0.0,Subscription,2022-12-27
30174,2853,16.18,Advertisement,2022-09-11
27345,249,40.0,Subscription,2022-01-26
82786,2667,12.69,In-app Purchase,2022-02-24
95320,2933,7.32,In-app Purchase,2023-04-12
96049,1483,19.76,Advertisement,2023-04-18
96278,884,1.69,Advertisement,2022-12-27
39164,1700,10.84,In-app Purchase,2020-11-21
97977,2510,2.88,Advertisement,2022-10-05
54088,2178,60.0,Subscription,2023-03-08
35384,4460,9.07,Advertisement,2022-06-25
82037,2866,10.84,Advertisement,2022-03-16
20464,3464,24.63,In-app Purchase,2022-01-03
15039,346,0.0,Subscription,2023-04-11
92,782,13.03,Advertisement,2022-12-19
76312,2347,15.13,Advertisement,2022-12-28
65965,1008,37.19,Advertisement,2021-05-13
3809,3472,12.44,Advertisement,2022-01-19
34851,2463,7.8,Advertisement,2021-12-26
71552,2713,5.87,Advertisement,2021-11-08
58800,417,0.0,Subscription,2023-03-16
5635,2045,5.91,Advertisement,2022-06-06
56105,1734,70.0,Subscription,2023-03-10
56392,655,2.42,Advertisement,2021-12-27
68271,2264,0.0,Subscription,2022-08-26
10357,3154,110.0,Subscription,2021-12-07
31949,4323,33.32,Advertisement,2022-12-27
77565,2458,60.0,Subscription,2022-10-07
23215,3763,1.55,Advertisement,2022-03-02
97772,4143,3.06,Advertisement,2022-07-07
64171,4325,25.12,Advertisement,2021-04-01
21427,4057,0.0,Subscription,2023-03-02
16612,1606,60.0,Subscription,2021-10-29
13116,169,2.24,Advertisement,2022-04-11
1124,4944,0.0,Subscription,2023-03-23
49136,3650,1.9,Advertisement,2022-04-09
30573,4185,19.29,Advertisement,2023-03-14
51729,1092,3.53,Advertisement,2023-03-22
41507,2037,10.47,Advertisement,2021-05-18
46522,312,3.78,Advertisement,2022-12-09
49861,4778,8.71,Advertisement,2022-11-25
43575,1138,12.58,Advertisement,2021-11-05
33288,87,1.85,Advertisement,2023-04-06
95694,207,0.0,Subscription,2023-01-06
77989,3049,8.26,Advertisement,2023-02-04
45862,1082,29.01,Advertisement,2022-07-19
73813,1948,11.02,Advertisement,2021-11-21
55175,3101,0.0,Subscription,2022-11-13
68887,48,2.32,Advertisement,2022-12-04
89337,2515,33.49,Advertisement,2023-03-15
50374,3874,23.96,In-app Purchase,2023-03-22
62273,3525,5.19,In-app Purchase,2023-03-16
26379,738,0.0,Subscription,2022-06-03
49609,4717,3.62,Advertisement,2021-03-14
5575,637,0.0,Subscription,2022-03-04
95404,4591,88.48,Advertisement,2023-01-21
87126,1661,0.0,Subscription,2023-01-29
76160,549,16.72,Advertisement,2023-04-17
86518,1546,15.03,Advertisement,2023-02-24
21217,3946,0.0,Subscription,2022-07-03
91606,69,6.16,Advertisement,2022-09-11
21829,4042,5.91,Advertisement,2023-03-27
45390,3501,20.21,Advertisement,2022-06-28
43637,1423,6.47,Advertisement,2022-05-02
51354,376,100.0,Subscription,2022-12-25
34810,3613,80.0,Subscription,2023-04-11
77916,1771,0.0,Subscription,2023-02-20
58093,1518,70.0,Subscription,2022-12-06
87204,1797,11.38,Advertisement,2022-06-30
76661,1075,30.67,Advertisement,2023-03-27
25910,952,19.22,Advertisement,2022-06-14
10188,2879,58.87,Advertisement,2020-09-26
14189,3802,9.58,In-app Purchase,2022-06-23
95077,4931,9.96,Advertisement,2022-12-15
71079,665,6.58,Advertisement,2023-03-29
73332,2617,15.43,Advertisement,2022-03-04
71309,777,5.54,Advertisement,2023-04-13
48657,2247,140.0,Subscription,2023-03-11
30500,473,11.75,Advertisement,2021-07-05
75197,2454,6.72,Advertisement,2021-07-01
47171,4559,7.43,Advertisement,2022-11-22
72676,2211,0.0,Subscription,2023-02-23
72490,985,10.03,Advertisement,2022-09-06
9421,3931,0.0,Subscription,2021-06-03
53003,830,90.0,Subscription,2022-10-17
2944,2743,180.0,Subscription,2022-09-23
10678,3777,17.76,Advertisement,2022-02-26
84434,1547,55.7,Advertisement,2022-07-18
87243,4231,13.7,Advertisement,2022-08-27
79479,4848,119.27,Advertisement,2022-10-13
45037,4159,0.98,Advertisement,2023-01-16
13199,4524,11.85,In-app Purchase,2022-01-06
26136,1904,10.32,Advertisement,2023-03-28
71000,4291,20.0,Subscription,2022-12-30
51685,1481,0.0,Subscription,2023-04-06
55145,4796,1.96,Advertisement,2023-04-01
65594,629,0.0,Subscription,2022-12-23
86540,3126,7.85,Advertisement,2023-03-30
71375,1608,11.06,Advertisement,2022-09-19
57142,344,11.26,In-app Purchase,2022-09-30
2893,4023,23.73,Advertisement,2023-01-31
2320,876,30.17,In-app Purchase,2022-11-25
72343,1079,0.0,Subscription,2023-03-12
80628,2932,3.8,Advertisement,2023-04-19
10124,1187,18.19,Advertisement,2022-06-05
3349,1631,26.88,Advertisement,2022-09-26
95233,2012,60.0,Subscription,2022-07-28
