content_id,content_type,genre,release_year,duration_minutes,average_user_rating
712,TV Show,Crime,2015,46,1.8
713,Movie,Thriller,2011,123,2.6
714,TV Show,Biography,2013,236,4.6
715,Movie,Biography,2005,227,1.2
716,Movie,History,2007,62,1.8
717,TV Show,Biography,2007,148,3.0
718,TV Show,Mystery,2006,214,1.7
719,TV Show,Sport,1999,201,3.0
720,TV Show,Documentary,1991,164,2.8
721,TV Show,Thriller,2018,48,2.2
722,Movie,Biography,2017,125,2.3
723,Movie,Sport,1996,108,2.8
724,Movie,Music,1999,55,2.4
725,TV Show,Action,2017,59,4.4
726,Movie,History,1995,140,5.0
727,TV Show,Biography,1995,152,3.1
728,TV Show,Horror,2019,45,3.8
729,Movie,Comedy,2017,47,2.2
730,Movie,Western,1997,59,3.6
731,TV Show,Comedy,2013,50,4.6
732,Movie,Music,2009,237,3.0
733,Movie,Music,1997,49,3.1
734,TV Show,Documentary,2013,48,3.1
735,TV Show,Fantasy,2010,50,1.3
736,TV Show,Crime,2009,99,2.1
737,Movie,History,2021,217,2.4
738,Movie,Romance,2016,83,1.3
739,Movie,Sport,2022,99,1.6
740,Movie,Comedy,1990,80,2.8
741,Movie,Comedy,1999,187,2.6
742,Movie,History,2005,81,5.0
743,TV Show,Comedy,1999,95,2.2
744,TV Show,Thriller,2021,103,1.8
745,TV Show,Western,2009,234,4.3
746,Movie,Animation,2002,41,4.5
747,TV Show,Family,2002,87,1.9
748,Movie,Documentary,1993,99,1.8
749,TV Show,Animation,2015,62,4.5
750,Movie,Animation,1996,45,4.1
751,Movie,Drama,2010,73,4.1
752,TV Show,Music,1992,188,4.4
753,Movie,Mystery,2003,78,2.9
754,Movie,Thriller,2020,217,4.6
755,Movie,Horror,1992,134,4.3
756,TV Show,Mystery,2007,33,4.6
757,Movie,Adventure,2021,181,4.6
758,Movie,Music,2016,166,3.1
759,TV Show,Sci-Fi,2005,237,1.1
760,Movie,Sci-Fi,2008,189,2.1
761,Movie,Fantasy,2020,222,2.3
762,Movie,History,2016,214,2.6
763,Movie,Romance,2009,131,3.5
764,TV Show,Horror,2014,145,3.9
765,Movie,Sport,2003,154,2.8
766,TV Show,Romance,2020,68,4.5
767,Movie,Thriller,2010,149,3.9
768,TV Show,Drama,2007,57,4.5
769,Movie,Drama,2009,198,1.7
770,Movie,Fantasy,2019,87,2.4
771,Movie,Sci-Fi,2014,216,4.2
772,Movie,Animation,2000,157,2.4
773,Movie,Mystery,2001,193,2.4
774,Movie,History,1990,140,4.1
775,Live Event,Action,2018,121,3.5
776,Movie,Documentary,1992,92,4.5
777,Movie,Action,2021,104,2.4
778,TV Show,Sport,1999,54,2.5
779,TV Show,Sci-Fi,2014,149,1.8
780,Movie,Documentary,2008,178,4.1
781,TV Show,Documentary,2019,93,2.4
782,TV Show,Comedy,2011,60,2.6
783,TV Show,Romance,2017,195,2.6
784,Movie,Crime,2007,112,2.2
785,Movie,Western,2020,53,2.5
786,Movie,Sport,2002,112,4.7
787,Movie,Sci-Fi,2003,192,2.0
788,Movie,Thriller,2022,135,1.8
789,Movie,Western,2009,128,3.1
790,Movie,Adventure,1994,164,1.8
791,TV Show,Biography,1991,43,3.8
792,TV Show,Action,2005,169,3.8
793,TV Show,Mystery,1990,236,3.4
794,TV Show,Animation,1991,234,4.1
795,Movie,Fantasy,2002,97,2.6
796,Live Event,Family,2012,162,4.2
797,TV Show,Drama,2000,95,3.0
798,Movie,Romance,2007,155,4.7
799,Movie,Crime,2002,190,4.6
800,TV Show,Thriller,2004,98,4.6
801,TV Show,Western,2018,68,1.3
802,TV Show,Horror,2010,208,1.1
803,TV Show,Documentary,1995,211,3.0
804,TV Show,Fantasy,1991,84,3.6
805,Movie,Music,2008,211,3.2
806,TV Show,Adventure,2020,187,3.8
807,TV Show,Fantasy,1997,158,3.7
808,Movie,Western,1995,226,2.2
809,TV Show,Biography,1998,201,4.8
810,TV Show,Biography,2007,204,3.7
811,TV Show,Family,1991,176,3.4
812,Movie,Documentary,2014,40,3.7
813,Movie,Action,1999,137,1.8
814,Movie,Romance,2010,131,2.1
815,Movie,Animation,2001,172,2.4
816,TV Show,Animation,2011,107,3.4
817,Movie,War,1997,38,4.6
818,Movie,Thriller,2011,35,4.6
819,Movie,Thriller,2018,53,1.5
820,TV Show,History,1998,122,1.2
821,Movie,Western,2008,196,4.8
822,Live Event,Animation,2004,208,1.6
823,TV Show,Music,2022,207,1.5
824,TV Show,Sci-Fi,2018,217,3.9
825,TV Show,Fantasy,2005,161,3.5
826,Movie,Fantasy,1999,238,2.5
827,Movie,Fantasy,1994,103,1.0
828,Movie,Crime,2006,36,1.7
829,Movie,War,2022,133,3.0
830,TV Show,Biography,2010,202,3.2
831,TV Show,Sci-Fi,2002,204,1.4
832,TV Show,Biography,2019,80,1.6
833,Movie,Biography,2009,152,1.6
834,Movie,Western,2011,168,4.8
835,Movie,Sci-Fi,1992,98,2.2
836,Movie,Romance,2014,114,5.0
837,TV Show,Animation,2018,40,2.7
838,Movie,Animation,2020,128,2.4
839,TV Show,Biography,2002,207,4.6
840,Movie,Fantasy,1990,179,3.9
841,Movie,War,2020,70,1.8
842,Movie,Drama,2001,98,3.6
843,TV Show,Comedy,2020,190,1.1
844,TV Show,Action,1992,47,4.8
845,TV Show,Mystery,1990,148,1.7
846,TV Show,Animation,2013,174,1.8
847,Movie,Adventure,2016,147,1.4
848,TV Show,War,1990,191,3.9
849,TV Show,Documentary,2020,235,2.2
850,Movie,Adventure,2002,179,2.5
851,Movie,Crime,2017,54,1.4
852,Movie,Action,1999,49,3.9
853,Movie,Biography,1996,185,2.3
854,Movie,History,2019,67,4.6
855,Movie,Horror,1997,81,4.7
856,Movie,Western,2013,40,1.9
857,Movie,Romance,2005,92,4.1
858,Movie,Thriller,2019,87,4.8
859,TV Show,Family,2021,235,3.1
860,TV Show,Crime,2007,127,4.7
861,Live Event,Adventure,1990,226,3.9
862,Movie,Western,2021,117,3.2
863,TV Show,Mystery,2014,106,3.9
864,Movie,Action,2022,197,2.9
865,Movie,Fantasy,2022,208,1.7
866,Movie,History,1992,179,3.7
867,Movie,Sci-Fi,1998,190,2.3
868,Movie,Mystery,2000,179,3.7
869,Movie,Western,2000,133,3.2
870,Movie,Sci-Fi,2008,173,4.2
871,TV Show,Documentary,2000,59,4.2
872,TV Show,History,2011,138,4.2
873,Movie,Western,1996,37,2.8
874,TV Show,Sci-Fi,1994,48,3.5
875,TV Show,Sci-Fi,2002,121,4.2
876,Movie,Sport,1990,128,2.2
877,Movie,Comedy,2018,100,2.6
878,Movie,Drama,1998,187,2.8
879,Movie,Drama,2003,166,1.1
880,Movie,Drama,1995,120,2.1
881,TV Show,Western,2014,32,2.7
882,Movie,Animation,1993,158,4.7
883,Movie,Family,1992,135,4.6
884,Movie,Adventure,1990,199,2.9
885,Movie,Adventure,2020,36,1.0
886,TV Show,Mystery,2004,117,1.2
887,Movie,Thriller,1997,170,1.5
888,Movie,Music,2014,115,1.3
889,Movie,History,2009,184,2.4
890,Movie,Western,1996,61,2.7
891,Movie,Horror,2010,204,1.2
892,TV Show,Western,2004,232,1.1
893,Movie,Horror,2022,108,2.1
894,Movie,Action,2020,184,1.5
895,Movie,Music,2010,174,2.9
896,TV Show,War,2020,150,3.9
897,Movie,Fantasy,1994,109,4.8
898,TV Show,Horror,2017,63,4.4
899,TV Show,Fantasy,2011,53,4.9
900,Movie,Romance,2007,205,3.1
901,Movie,Fantasy,1993,42,4.7
902,TV Show,Sci-Fi,2003,173,1.5
903,TV Show,Family,1994,133,1.8
904,TV Show,Action,2002,33,4.8
905,TV Show,Family,1999,100,2.3
906,Movie,Western,1992,97,2.3
907,Movie,War,2021,124,1.2
908,Movie,Adventure,2000,66,3.6
909,Movie,Thriller,2003,135,3.4
910,Movie,Fantasy,2017,50,2.5
911,TV Show,Biography,2002,162,1.9
912,TV Show,Thriller,2010,83,1.5
913,Movie,Sport,1992,152,1.1
914,Movie,War,2004,168,2.5
915,Movie,Mystery,1991,70,2.4
916,Movie,Biography,1993,136,3.4
917,Movie,Thriller,2005,32,3.4
918,TV Show,Thriller,2000,46,1.2
919,TV Show,Family,2001,47,4.5
920,Movie,Western,1998,234,1.1
921,TV Show,Documentary,2016,166,1.6
922,TV Show,Western,1997,106,3.9
923,TV Show,Fantasy,2013,211,4.7
924,Movie,Adventure,2022,43,3.5
925,TV Show,Family,2018,174,3.3
926,Movie,War,1999,160,3.6
927,TV Show,Thriller,2004,90,3.1
928,Movie,Thriller,1996,117,3.8
929,Movie,Horror,2007,149,4.2
930,Movie,Mystery,2022,185,1.4
931,TV Show,Sci-Fi,2008,74,4.4
932,Movie,Crime,1994,191,3.8
933,Movie,Fantasy,1993,90,1.5
934,TV Show,Documentary,2013,129,2.7
935,TV Show,Animation,2009,181,2.1
936,Movie,Western,1991,211,4.1
937,Movie,Drama,2008,130,1.0
938,Movie,Mystery,2017,133,1.4
939,Movie,Music,1992,54,2.9
940,Movie,Drama,2017,134,2.8
941,Movie,Comedy,1991,236,3.7
942,TV Show,Sport,1996,156,4.0
943,Movie,Family,1993,212,2.9
944,TV Show,Action,2003,45,4.7
945,Movie,Romance,2020,126,4.8
946,Movie,Comedy,1991,154,1.3
947,TV Show,Crime,2010,155,3.7
948,TV Show,Comedy,1991,123,1.8
949,Movie,War,2002,199,2.3
950,Movie,Mystery,2017,209,1.3
951,TV Show,Thriller,1994,185,2.7
952,TV Show,Animation,2002,136,1.2
953,TV Show,War,1991,152,2.8
954,Movie,Horror,2018,136,4.0
955,Movie,History,1993,156,4.4
956,Movie,Comedy,1991,53,2.7
957,Movie,Documentary,2013,130,1.4
958,TV Show,Mystery,2000,195,1.1
959,Movie,Documentary,2001,196,4.4
960,TV Show,Mystery,2020,218,2.2
961,Movie,Family,2001,85,2.3
962,Movie,Thriller,2005,135,4.3
963,Movie,Biography,2015,161,4.9
964,TV Show,Horror,2001,34,1.4
965,TV Show,Sci-Fi,1994,32,3.8
966,TV Show,Biography,2019,220,2.9
967,TV Show,Animation,2013,31,2.4
968,Live Event,Biography,2014,143,1.3
969,Movie,Thriller,1999,185,2.9
970,Movie,Biography,1992,92,2.6
971,TV Show,Comedy,1991,209,2.8
972,Movie,Comedy,2001,157,2.4
973,Movie,Family,2020,149,3.2
974,Movie,Comedy,1998,106,2.1
975,Movie,Western,2000,199,3.0
976,TV Show,Animation,2005,226,2.9
977,TV Show,Animation,2002,95,5.0
978,Movie,Mystery,2012,74,3.9
979,TV Show,Sci-Fi,1999,103,2.5
980,Movie,Crime,2021,85,4.0
981,Movie,Comedy,2020,72,1.5
982,Movie,Drama,2019,62,1.8
983,Movie,Animation,2014,186,4.7
984,Movie,Romance,2020,75,2.3
985,TV Show,Action,2021,74,1.9
986,Movie,Action,2022,87,2.3
987,Movie,Biography,1995,150,4.3
988,TV Show,Drama,2019,178,3.5
989,Movie,Music,2015,141,2.3
990,TV Show,Sci-Fi,1995,189,4.6
991,Movie,Thriller,2011,37,2.4
992,TV Show,Thriller,2013,98,2.6
993,TV Show,History,1994,137,4.5
994,Movie,Action,2015,92,4.2
995,TV Show,History,2013,103,1.7
996,Movie,War,2016,96,1.0
997,TV Show,War,2004,125,1.9
998,Movie,Crime,1993,74,4.1
999,Movie,Documentary,2022,120,1.5
1000,Movie,Biography,2018,170,1.2
1001,TV Show,Comedy,2013,189,1.6
1002,Movie,Sport,2003,45,2.2
1003,Movie,Documentary,2015,121,1.5
1004,Movie,War,2006,88,1.6
1005,Movie,Sport,2011,180,2.1
1006,Movie,Music,2007,192,4.3
1007,Movie,Action,1990,226,3.7
1008,Movie,History,2013,49,2.2
1009,Movie,Animation,1999,136,2.6
1010,Movie,Documentary,2002,131,4.2
1011,TV Show,Comedy,2004,78,1.3
1012,Movie,Fantasy,1991,198,4.1
1013,Movie,Thriller,2018,230,2.5
1014,TV Show,War,1992,198,1.2
1015,Movie,Documentary,2008,108,4.4
1016,TV Show,Horror,1994,183,4.2
1017,TV Show,Action,1994,33,2.0
1018,Movie,Animation,2016,50,1.9
1019,Movie,Western,2017,142,1.3
1020,Movie,Documentary,2009,222,1.5
1021,Movie,Sport,2003,225,3.5
1022,TV Show,Documentary,1993,162,3.3
1023,Movie,Thriller,2004,178,2.1
1024,Live Event,Biography,1998,150,1.8
1025,Movie,Music,2013,198,4.7
1026,TV Show,History,2012,86,4.9
1027,TV Show,Crime,2018,58,4.8
1028,Movie,Biography,2007,83,2.4
1029,Movie,Fantasy,2012,209,2.9
1030,TV Show,Family,2014,38,1.4
1031,Movie,Adventure,2007,239,4.4
1032,TV Show,Family,2017,201,1.5
1033,Movie,Thriller,1996,126,2.7
1034,Movie,Comedy,1998,45,2.1
1035,Movie,Romance,1998,172,4.9
1036,TV Show,Sci-Fi,1994,235,4.4
1037,TV Show,Comedy,2015,191,4.5
1038,Movie,Crime,1998,123,2.8
1039,TV Show,Thriller,2012,217,3.6
1040,TV Show,Adventure,1992,164,2.9
1041,Movie,Thriller,2000,78,2.2
1042,Movie,Action,2010,213,3.7
1043,Movie,Biography,2006,102,1.2
1044,TV Show,Biography,2011,78,2.8
1045,Live Event,Animation,2002,119,4.2
1046,Movie,Sport,2016,48,4.5
1047,Movie,Comedy,2019,75,4.5
1048,Movie,Animation,2000,213,4.2
1049,Movie,Thriller,2002,176,4.9
1050,Movie,Biography,1993,56,2.7
1051,Movie,History,1993,164,1.8
1052,Movie,Fantasy,1996,103,4.2
1053,Movie,Sport,2015,188,3.5
1054,Movie,Documentary,1995,192,3.6
1055,TV Show,Biography,1990,227,3.4
1056,Movie,Fantasy,2020,134,4.6
1057,TV Show,Comedy,1996,149,2.7
1058,TV Show,Thriller,2002,35,1.3
1059,Movie,Western,2010,58,1.6
1060,TV Show,Music,2018,127,1.6
1061,Movie,Sport,2020,49,1.4
1062,Movie,Sci-Fi,2000,123,2.1
1063,Movie,Sci-Fi,2006,136,3.4
1064,Movie,Sport,2007,165,4.7
1065,Movie,Romance,2022,63,4.1
1066,TV Show,Western,2005,120,1.8
1067,TV Show,Drama,2008,187,4.5
1068,Movie,Biography,1994,233,2.4
1069,Movie,Drama,2008,166,3.4
1070,TV Show,Thriller,2002,188,3.5
1071,Movie,Family,2020,185,3.9
1072,Movie,Mystery,2017,96,2.5
1073,Movie,Drama,2019,108,2.4
1074,TV Show,Biography,1992,117,2.9
1075,Movie,Music,2012,88,1.6
1076,Movie,Romance,2017,194,1.5
1077,Movie,Family,1992,74,4.0
1078,Movie,History,2008,198,3.2
1079,TV Show,Thriller,1991,219,2.2
1080,TV Show,Music,2002,73,3.5
1081,Movie,Sci-Fi,1996,31,2.9
1082,Movie,War,2022,191,4.2
1083,TV Show,Mystery,1991,176,3.3
1084,TV Show,Drama,2008,41,2.6
1085,Movie,Adventure,2021,98,4.3
1086,TV Show,Fantasy,2009,109,2.8
1087,TV Show,Drama,2013,118,1.4
1088,Movie,Adventure,1990,216,3.4
1089,TV Show,Biography,2005,230,2.2
1090,Movie,Action,1992,212,1.7
1091,TV Show,Drama,1994,54,4.9
1092,Movie,Mystery,2009,40,3.9
1093,TV Show,Sport,2012,79,4.4
1094,TV Show,Sci-Fi,1992,92,3.3
1095,TV Show,Adventure,1999,81,1.8
1096,TV Show,Documentary,2020,182,1.7
1097,Movie,Drama,2014,86,1.4
1098,Movie,Fantasy,2000,33,2.7
1099,Movie,Adventure,2000,163,1.7
1100,TV Show,Music,1994,34,1.4
1101,TV Show,Horror,2004,38,3.1
1102,Live Event,Family,2014,160,2.8
1103,Live Event,Adventure,2015,127,3.7
1104,Movie,Biography,1990,138,2.6
1105,Movie,Sport,1997,97,3.1
1106,Movie,Fantasy,1996,79,2.7
1107,Movie,Horror,1996,237,1.2
1108,Movie,Action,2004,71,2.1
1109,Movie,Biography,1994,137,4.4
1110,Movie,Music,2021,212,4.1
1111,TV Show,Sci-Fi,1996,168,4.2
1112,Movie,Animation,2013,163,2.1
1113,Movie,Biography,1992,161,4.3
1114,Live Event,Thriller,2013,31,1.3
1115,TV Show,Fantasy,2017,43,3.2
1116,Movie,History,2015,113,4.9
1117,Movie,Crime,1990,200,3.2
1118,Movie,Documentary,2019,121,4.0
1119,Movie,Thriller,2012,115,2.3
1120,Movie,Western,1995,37,2.1
1121,Movie,Sci-Fi,2012,105,1.6
1122,Movie,Thriller,2011,236,1.8
1123,Movie,Romance,2003,235,1.7
1124,Movie,Sport,2019,109,3.8
1125,Movie,Animation,2010,186,4.0
1126,Movie,Thriller,1994,234,3.8
1127,TV Show,Mystery,2014,193,2.4
1128,TV Show,Music,2009,116,1.8
1129,Movie,Biography,1999,225,4.0
1130,Movie,Sport,1994,199,1.9
1131,TV Show,Mystery,1994,100,2.9
1132,Movie,Fantasy,2010,44,4.2
1133,Movie,Romance,2007,99,3.7
1134,Movie,Documentary,2006,120,2.4
1135,Movie,Family,1990,106,2.4
1136,Movie,Action,1995,76,3.7
1137,Movie,Comedy,2013,140,4.4
1138,Movie,Horror,2019,48,4.4
1139,Movie,Music,2012,78,4.5
1140,Movie,Crime,2002,84,3.0
1141,TV Show,Animation,2013,236,2.6
1142,TV Show,Sport,2022,125,1.2
1143,TV Show,Fantasy,1994,169,3.5
1144,TV Show,History,1996,180,4.3
1145,Movie,Mystery,2016,91,3.7
1146,Movie,Family,2019,41,3.5
1147,TV Show,Mystery,2018,127,2.1
1148,Movie,Action,2021,219,1.3
1149,Movie,Sci-Fi,2016,62,2.4
1150,TV Show,Romance,1995,66,3.3
1151,Movie,Horror,2022,74,1.6
1152,TV Show,Crime,2003,32,4.8
1153,Movie,Western,2014,227,3.9
1154,Movie,Fantasy,2022,150,4.7
1155,Movie,Animation,2002,141,3.4
1156,Movie,Mystery,2022,114,4.8
1157,TV Show,Animation,2016,213,1.3
1158,Movie,Documentary,1992,30,2.2
1159,Movie,Crime,2008,117,1.9
1160,Movie,Romance,2001,94,2.8
1161,Movie,Music,2004,197,2.5
1162,Movie,Comedy,2014,206,2.4
1163,TV Show,Sci-Fi,1999,181,1.1
1164,TV Show,Horror,2001,161,1.0
1165,Movie,Adventure,2016,215,1.2
1166,Movie,Action,1990,36,4.3
1167,Movie,History,2010,130,4.1
1168,Movie,War,1998,138,1.5
1169,Movie,Sci-Fi,2021,39,2.6
1170,Movie,Mystery,2008,78,3.8
1171,Movie,Western,2019,54,4.3
1172,Movie,Fantasy,2002,70,3.0
1173,Movie,Documentary,2001,190,3.4
1174,TV Show,Biography,2002,37,3.1
1175,Movie,Drama,1998,63,1.1
1176,Movie,Mystery,2021,92,2.8
1177,TV Show,Crime,1996,109,2.3
1178,Movie,Animation,2018,104,3.1
1179,Live Event,Mystery,1999,135,2.9
1180,Movie,Horror,2009,185,1.1
1181,Movie,Drama,1994,221,2.4
1182,Movie,Crime,2010,228,3.7
1183,TV Show,Fantasy,2022,134,4.1
1184,TV Show,Comedy,1995,62,3.4
1185,TV Show,Comedy,2019,84,1.8
1186,TV Show,Animation,1993,139,3.4
1187,TV Show,Western,2019,85,4.1
1188,Movie,Documentary,2006,95,3.3
1189,Movie,Adventure,2015,42,4.7
1190,Movie,Crime,2001,235,4.9
1191,Movie,War,1997,173,3.6
1192,Movie,Drama,2004,175,2.6
1193,TV Show,Action,2000,225,1.7
1194,Movie,Action,1999,65,1.3
1195,TV Show,Mystery,2009,199,2.4
1196,Movie,Action,1999,75,1.9
1197,Movie,Sport,1996,210,4.4
1198,TV Show,War,1993,176,2.5
1199,TV Show,Mystery,2005,138,2.7
1200,Movie,Action,2013,155,2.2
1201,Movie,Romance,2011,95,4.9
1202,Movie,Comedy,2010,58,3.5
1203,Movie,Crime,1992,49,2.2
1204,Movie,War,2000,70,1.2
1205,Movie,Drama,1995,181,1.9
1206,Live Event,Comedy,2003,210,1.4
1207,Live Event,Animation,2018,208,2.7
1208,TV Show,Sport,2007,210,4.1
1209,Movie,History,2003,220,4.5
1210,TV Show,Sport,1994,213,2.8
1211,Movie,Drama,1994,205,4.0
1212,TV Show,Family,2001,82,3.0
1213,Movie,Drama,2021,193,5.0
1214,Movie,Animation,2018,80,4.1
1215,TV Show,Biography,2014,230,1.3
1216,Movie,Animation,2019,65,1.5
1217,Movie,Fantasy,2021,91,2.8
1218,Live Event,Adventure,2019,150,4.8
1219,Movie,Comedy,2015,214,3.0
1220,Movie,History,2007,30,1.9
1221,Movie,Sci-Fi,2018,65,3.1
1222,Movie,Music,2011,51,4.9
1223,Movie,Comedy,2009,104,3.9
1224,Movie,Documentary,2021,149,4.2
1225,TV Show,Mystery,2015,141,2.2
1226,Movie,Action,2001,151,4.5
1227,TV Show,Romance,2002,96,3.3
1228,Movie,Drama,1991,32,3.4
1229,Movie,Comedy,2020,73,1.5
1230,TV Show,Sport,1995,210,4.2
1231,Movie,Fantasy,2015,146,2.1
1232,TV Show,Biography,2003,69,4.4
1233,Movie,Sci-Fi,2007,123,1.2
1234,Movie,Animation,2018,45,4.9
1235,TV Show,Thriller,2020,138,4.9
1236,TV Show,Music,2019,158,1.2
1237,TV Show,Thriller,2014,84,1.8
1238,Movie,Biography,2004,139,4.3
1239,TV Show,Sci-Fi,2015,233,3.9
1240,Movie,Action,1990,108,2.5
1241,Movie,Sport,2013,30,1.9
1242,Movie,Thriller,2014,131,1.2
1243,Live Event,Mystery,2012,49,2.6
1244,Movie,Comedy,2000,132,1.6
1245,Movie,Action,2010,171,2.4
1246,TV Show,History,2011,46,2.1
1247,Movie,Music,2020,76,2.0
1248,Movie,Horror,1994,77,4.2
1249,Movie,Action,2011,79,2.3
1250,Movie,Music,1995,42,4.9
1251,TV Show,Drama,1990,192,4.0
1252,Movie,Family,2020,171,4.0
1253,TV Show,Comedy,1998,205,1.4
1254,TV Show,Horror,1997,103,1.2
1255,TV Show,War,1992,140,2.2
1256,Movie,Western,1997,55,5.0
1257,TV Show,Mystery,2019,123,1.5
1258,Movie,War,2001,213,4.6
1259,Movie,Horror,1991,34,3.1
1260,Movie,Biography,2021,187,3.7
1261,Movie,Animation,1991,157,2.0
1262,Movie,Sci-Fi,2006,216,2.0
1263,TV Show,War,2009,140,3.2
1264,Movie,Adventure,2016,200,4.4
1265,Movie,Western,1990,137,1.3
1266,Movie,Action,2016,150,4.6
1267,Movie,Romance,1993,178,2.0
1268,TV Show,Mystery,1992,134,3.7
1269,Movie,Romance,2003,181,3.8
1270,TV Show,Adventure,1999,141,3.8
1271,Movie,Biography,2004,149,5.0
1272,Movie,Mystery,2014,63,2.1
1273,Movie,Romance,2014,183,2.5
1274,Movie,Western,2016,135,1.0
1275,Movie,Comedy,1992,239,1.0
1276,Movie,Action,2008,178,3.3
1277,Movie,Music,2015,178,1.4
1278,TV Show,Sport,2013,232,4.8
1279,Movie,Adventure,1997,137,4.5
1280,Movie,Comedy,2008,60,4.2
1281,Movie,History,2002,161,3.1
1282,TV Show,Family,2003,59,3.5
1283,TV Show,Family,1998,129,4.8
1284,Movie,Adventure,2006,201,4.0
1285,Movie,Thriller,1993,162,3.9
1286,Movie,Action,1992,152,3.5
1287,TV Show,War,1997,142,2.9
1288,Movie,Animation,2016,126,3.6
1289,Movie,Sci-Fi,2009,215,1.3
1290,Movie,Sci-Fi,2012,219,1.5
1291,Movie,Horror,2001,195,4.4
1292,Movie,Comedy,1997,121,4.7
1293,Live Event,Family,2016,169,4.2
1294,Movie,Western,2001,58,1.5
1295,Movie,Animation,2005,231,1.4
1296,Movie,Adventure,2003,140,1.1
1297,TV Show,Music,2017,77,3.8
1298,TV Show,Mystery,2014,88,1.2
1299,Movie,Thriller,2015,59,2.3
1300,Movie,Action,2007,113,2.1
1301,TV Show,Drama,1993,237,3.5
1302,Movie,History,1991,206,3.7
1303,Movie,Animation,2004,52,3.7
1304,TV Show,History,2018,133,2.1
1305,Movie,Sci-Fi,1998,175,1.6
1306,Movie,Sport,2014,214,1.2
1307,TV Show,Sport,1991,146,3.9
1308,Movie,War,2010,71,3.1
1309,Movie,Animation,2020,36,1.5
1310,Movie,Thriller,2002,97,3.2
1311,TV Show,Horror,1998,193,1.4
1312,TV Show,Music,2021,232,3.9
1313,Movie,History,2012,186,2.6
1314,Movie,Sport,2020,164,1.4
1315,Movie,War,2017,187,2.5
1316,TV Show,Music,2007,229,1.6
1317,Movie,Sci-Fi,1996,58,2.5
1318,Movie,Thriller,2015,123,3.9
1319,TV Show,Crime,2007,79,4.3
1320,TV Show,Crime,2001,140,4.5
1321,Movie,Mystery,2000,64,4.2
1322,Movie,Comedy,1996,44,2.5
1323,Movie,Sport,2008,163,2.9
1324,TV Show,Horror,2000,65,3.7
1325,Movie,Comedy,2005,196,3.1
1326,Movie,Western,1992,97,2.7
1327,Movie,Animation,2011,30,3.9
1328,TV Show,Family,1999,137,2.5
1329,Movie,Sci-Fi,2019,60,4.9
1330,Movie,Family,2008,57,2.1
1331,Movie,Documentary,1993,80,3.5
1332,TV Show,Crime,1993,202,4.8
1333,TV Show,Adventure,2022,115,1.8
1334,Movie,War,1999,89,4.9
1335,TV Show,Music,1991,224,2.8
1336,Movie,Thriller,2017,159,3.5
1337,TV Show,Fantasy,2017,181,1.1
1338,TV Show,Horror,2002,199,2.6
1339,Movie,Sport,2009,90,4.2
1340,Movie,Western,1996,53,1.7
1341,Movie,History,2019,173,4.2
1342,Movie,History,2009,57,4.7
1343,TV Show,Action,2015,209,2.0
1344,Movie,War,2019,122,4.1
1345,TV Show,Animation,2016,234,3.6
1346,Movie,Drama,2017,213,4.5
1347,Movie,Horror,2006,142,2.8
1348,TV Show,Music,2016,115,4.2
1349,Live Event,Sci-Fi,1992,83,1.5
1350,Movie,Western,2007,48,2.1
1351,Movie,Fantasy,1994,211,2.7
1352,Movie,Music,1991,49,4.6
1353,Movie,Documentary,1991,72,4.0
1354,Movie,Western,2020,179,2.1
1355,Movie,Fantasy,2009,149,2.8
1356,TV Show,Family,2011,184,4.9
1357,Movie,Biography,1993,222,3.2
1358,Live Event,Sci-Fi,1991,213,3.9
1359,Movie,Adventure,2011,199,4.8
1360,TV Show,Fantasy,1997,137,4.9
1361,TV Show,History,2002,131,2.0
1362,Movie,Sci-Fi,2002,149,2.9
1363,TV Show,Western,1996,117,4.9
1364,TV Show,Music,1990,144,1.1
1365,Movie,Animation,1995,32,4.9
1366,Movie,Adventure,2002,99,2.7
1367,Movie,Western,1999,131,4.9
1368,Movie,Sci-Fi,1996,213,1.6
1369,Movie,War,1998,223,3.4
1370,TV Show,Action,1991,179,2.0
1371,TV Show,Crime,1999,155,1.5
1372,TV Show,Sport,2004,79,2.5
1373,Movie,History,2003,115,3.7
1374,TV Show,Drama,2010,179,2.5
1375,Movie,Western,2022,235,3.6
1376,TV Show,Sci-Fi,2021,172,3.3
1377,Movie,Action,1994,191,4.6
1378,Movie,Thriller,2010,212,3.3
1379,Movie,Sport,2016,217,4.1
1380,Movie,Sport,2002,141,4.8
1381,Movie,Biography,1994,105,4.9
1382,Movie,Documentary,2011,211,3.7
1383,Movie,Fantasy,1996,227,3.2
1384,Live Event,Romance,2004,90,5.0
1385,Movie,Drama,2020,161,1.7
1386,Movie,Sport,1994,149,4.5
1387,Movie,Animation,1994,123,4.5
1388,Movie,Crime,2018,152,2.3
1389,TV Show,Comedy,2018,144,2.1
1390,Movie,Sci-Fi,1997,74,4.3
1391,Movie,Family,2002,209,4.5
1392,Movie,War,2014,107,1.5
1393,Movie,Action,1998,174,2.3
1394,Movie,Action,2006,140,4.5
1395,Movie,Horror,1992,178,3.0
1396,TV Show,Sport,2000,83,3.0
1397,Movie,War,1991,173,2.2
1398,Movie,Sci-Fi,2021,61,1.5
1399,Movie,Western,2001,221,4.2
1400,TV Show,Documentary,2002,187,3.9
1401,TV Show,Romance,2003,103,2.2
1402,Movie,Animation,1998,135,2.6
1403,Movie,Thriller,1994,227,2.6
