user_id,content_id,interaction_type,interaction_timestamp
46618,4890,Added to Playlist,2023-04-16 11:10:05
42037,4473,Liked,2023-04-01 14:37:57
42037,194,Played,2022-11-26 16:22:22
42037,4674,Disliked,2022-12-06 17:57:58
97356,1962,Disliked,2022-10-02 00:55:43
97356,4840,Played,2023-02-22 22:49:51
37553,10,Played,2021-10-15 16:07:12
37553,228,Disliked,2021-08-08 09:12:39
2544,831,Added to Playlist,2021-10-26 02:00:13
20643,670,Added to Playlist,2022-09-20 05:06:05
65600,435,Added to Playlist,2021-07-25 02:15:12
72543,1469,Played,2022-12-12 17:23:25
81146,2922,Liked,2020-12-01 23:33:59
73763,1650,Shared,2023-03-10 14:03:14
42753,4738,Liked,2022-05-24 04:27:30
64548,2860,Played,2023-02-07 01:09:02
14576,877,Shared,2021-07-23 13:19:31
14576,1854,Played,2022-03-12 05:47:55
65655,1026,Added to Playlist,2020-10-15 08:52:24
65655,742,Shared,2023-02-13 06:01:51
65655,1157,Played,2021-04-28 20:42:07
30578,3004,Added to Playlist,2021-09-28 05:19:03
28559,4092,Liked,2022-06-26 01:37:45
67025,4968,Played,2022-02-18 18:20:34
32119,2406,Shared,2023-01-06 11:34:15
32119,3463,Liked,2023-02-05 14:20:36
94774,588,Disliked,2022-12-14 12:40:16
94774,445,Disliked,2023-03-31 09:41:54
65067,2707,Disliked,2023-01-13 18:54:26
81093,875,Shared,2022-07-25 14:16:37
76203,1778,Played,2022-03-29 05:10:43
42988,339,Disliked,2021-08-13 15:15:23
2904,1536,Added to Playlist,2021-04-04 10:08:59
2904,922,Disliked,2022-07-31 11:38:44
2904,1736,Disliked,2022-07-08 00:49:06
40922,454,Added to Playlist,2022-11-25 07:50:02
97926,4521,Played,2021-08-02 12:32:06
3207,2969,Added to Playlist,2022-11-23 14:12:00
24725,617,Liked,2023-02-16 03:41:31
24725,2212,Liked,2021-05-17 17:42:50
63717,3518,Played,2022-08-19 00:53:10
63717,490,Disliked,2022-10-27 15:27:20
61495,1584,Shared,2023-02-24 18:53:16
61495,1365,Added to Playlist,2022-12-25 03:43:08
61495,2261,Shared,2023-01-22 02:48:09
41186,2397,Shared,2022-11-04 22:04:17
41186,3322,Shared,2023-03-18 16:06:02
82227,3924,Played,2022-08-07 20:31:33
87185,1798,Shared,2021-08-18 23:13:53
46534,1008,Played,2022-04-14 01:36:31
70846,3567,Added to Playlist,2022-09-21 18:12:33
81588,3907,Played,2023-03-30 00:32:17
40100,4863,Liked,2022-04-27 06:42:33
37038,313,Played,2023-01-23 11:34:56
85791,3886,Shared,2021-09-16 08:26:30
85791,1510,Played,2021-09-11 13:37:20
52077,3363,Added to Playlist,2023-03-31 03:36:46
84149,1282,Played,2022-04-15 19:53:12
84149,4508,Added to Playlist,2022-09-16 04:08:49
72992,728,Shared,2023-03-22 11:02:03
66195,4342,Disliked,2023-01-03 08:57:34
66195,516,Disliked,2022-09-22 19:30:52
61183,4012,Shared,2023-03-17 18:12:16
81587,2414,Played,2022-11-07 19:22:14
75678,158,Liked,2023-04-03 19:40:25
11600,4122,Added to Playlist,2022-11-26 22:36:35
72809,2443,Played,2023-02-04 01:40:07
72809,3738,Disliked,2022-12-21 13:22:38
30736,2053,Added to Playlist,2022-09-29 18:47:52
31351,3187,Added to Playlist,2022-07-12 01:13:22
45860,4061,Liked,2022-08-09 13:25:57
24521,976,Added to Playlist,2023-01-27 18:21:06
68103,4994,Liked,2022-12-01 12:53:34
68103,4215,Disliked,2021-10-12 20:53:32
18660,1931,Added to Playlist,2022-11-19 12:09:38
94214,150,Played,2022-05-28 22:32:02
94214,2129,Shared,2022-03-26 23:40:05
94214,2863,Added to Playlist,2022-04-13 06:09:06
85093,2400,Added to Playlist,2022-05-15 19:35:14
57996,1062,Liked,2021-04-13 19:23:16
42704,310,Liked,2022-02-11 14:33:14
42704,905,Shared,2023-02-22 11:28:50
5281,1207,Disliked,2022-12-24 13:18:18
5281,308,Liked,2023-03-29 20:29:27
52623,615,Played,2021-07-14 23:19:13
52623,1085,Added to Playlist,2021-04-23 07:55:09
19382,534,Liked,2021-08-13 18:48:36
19382,2413,Played,2022-04-22 22:42:08
14931,4057,Added to Playlist,2023-03-20 08:58:21
14931,2622,Disliked,2023-02-12 13:56:25
22935,2844,Liked,2022-09-07 20:34:10
48657,4293,Shared,2023-04-01 10:33:22
48657,2247,Added to Playlist,2023-01-21 23:59:06
92941,1462,Added to Playlist,2023-03-19 02:15:23
92941,2682,Played,2022-12-18 02:43:35
92941,2328,Added to Playlist,2022-11-10 14:59:02
65854,815,Added to Playlist,2022-12-27 04:03:19
89006,55,Played,2022-04-27 01:54:14
78426,4398,Added to Playlist,2023-04-02 23:02:20
80624,1363,Liked,2023-04-16 10:30:27
99343,1186,Added to Playlist,2022-10-04 08:11:41
77423,2995,Disliked,2023-01-10 03:08:42
54858,4067,Shared,2022-11-26 09:09:19
43486,1450,Disliked,2021-03-27 01:47:37
43486,3256,Added to Playlist,2021-08-28 23:58:45
91575,192,Liked,2023-03-22 15:44:21
91575,3885,Played,2022-08-14 03:32:35
42069,3156,Disliked,2022-04-22 17:25:23
42069,4860,Liked,2022-08-29 23:13:36
42710,3942,Disliked,2022-06-28 03:31:43
33443,2632,Shared,2022-12-02 12:40:05
4809,2604,Played,2023-03-15 00:13:41
90608,547,Shared,2021-04-28 22:07:12
91015,3806,Played,2022-12-23 15:20:28
88321,653,Shared,2022-02-11 20:56:36
88035,2110,Liked,2023-01-12 19:36:53
52619,2258,Disliked,2023-03-26 17:58:30
8431,1842,Disliked,2023-04-13 16:00:28
46054,2613,Added to Playlist,2021-02-17 05:34:50
90787,2836,Disliked,2023-04-01 19:39:35
70491,1793,Shared,2022-07-19 10:58:21
51939,2281,Added to Playlist,2023-02-27 18:10:12
51939,4801,Disliked,2023-04-14 16:26:20
350,4606,Liked,2022-09-11 02:31:57
56595,4976,Disliked,2023-02-12 22:55:17
33228,378,Shared,2022-12-15 11:16:44
18908,560,Disliked,2021-10-08 10:53:57
18908,1308,Shared,2021-09-05 12:13:21
3400,3675,Added to Playlist,2022-11-24 19:15:24
17507,1572,Shared,2022-05-06 12:55:13
57753,84,Disliked,2023-03-01 23:17:12
78573,1442,Disliked,2021-12-12 14:27:10
62967,436,Liked,2023-02-21 04:28:20
99729,4718,Disliked,2023-03-07 18:20:35
93885,4443,Played,2022-07-19 08:46:28
63622,1982,Disliked,2020-11-13 18:50:01
37247,290,Shared,2022-03-26 04:01:47
40803,3990,Played,2022-05-03 04:36:20
91322,1439,Liked,2023-03-15 14:01:55
91322,2788,Added to Playlist,2023-03-02 09:10:01
36267,4359,Added to Playlist,2021-02-23 20:48:00
36267,3179,Added to Playlist,2021-03-01 14:16:39
26929,3493,Disliked,2021-07-19 09:39:05
26929,562,Added to Playlist,2021-01-18 23:40:34
90817,230,Liked,2023-03-07 08:57:43
81362,3567,Liked,2023-02-02 05:50:46
81362,1691,Shared,2021-12-04 04:31:55
61795,3044,Disliked,2022-08-30 19:46:36
61795,1170,Played,2022-09-23 00:53:21
61795,21,Shared,2022-04-16 04:30:58
93602,743,Shared,2022-05-17 07:30:22
67371,2055,Shared,2021-08-21 03:27:03
74410,612,Liked,2021-01-18 00:18:47
86393,2139,Shared,2021-09-27 13:17:00
86393,3975,Added to Playlist,2022-12-06 13:58:39
44125,4716,Added to Playlist,2023-03-16 10:36:31
44125,3175,Added to Playlist,2022-12-02 16:57:04
5485,4488,Played,2022-05-08 12:18:16
48800,187,Disliked,2022-07-30 20:18:54
80312,2794,Played,2022-04-16 13:01:38
51088,3107,Shared,2022-01-21 20:45:48
51088,2773,Liked,2022-03-25 09:13:55
79287,2286,Disliked,2022-07-02 13:09:21
12024,4640,Played,2022-08-25 04:08:49
12024,918,Played,2023-03-20 08:37:06
21225,2876,Shared,2021-11-15 03:09:18
21225,3141,Played,2022-11-24 10:17:24
99362,1415,Added to Playlist,2022-02-10 02:06:18
99362,89,Added to Playlist,2022-08-03 07:21:13
35987,3006,Liked,2022-01-17 23:42:38
35987,3932,Liked,2022-05-12 06:58:13
98920,1277,Added to Playlist,2023-03-07 04:09:20
98920,4999,Disliked,2023-02-13 11:29:30
39481,1849,Shared,2023-03-09 04:37:59
39481,1553,Played,2022-12-28 11:20:02
3507,3014,Liked,2023-03-28 07:37:14
3507,543,Played,2022-07-05 14:52:31
95164,3502,Shared,2023-03-21 12:51:26
75588,4478,Disliked,2023-04-03 14:28:42
85265,1394,Played,2022-09-26 02:00:59
54620,3776,Disliked,2022-12-31 14:10:12
54620,2242,Liked,2022-11-20 20:02:07
2130,4632,Shared,2020-12-04 06:22:26
73947,4138,Liked,2021-12-21 22:10:13
80156,2689,Disliked,2022-09-27 03:25:11
54471,4893,Played,2023-02-19 00:02:31
54471,3966,Disliked,2020-09-15 22:57:56
64900,1696,Added to Playlist,2021-11-26 04:27:27
64900,1981,Played,2021-05-20 11:41:23
57582,1080,Disliked,2023-03-22 14:13:27
57582,120,Played,2020-12-29 00:03:52
57582,2162,Added to Playlist,2022-05-16 08:12:56
31345,4624,Played,2021-02-09 02:12:19
26903,3639,Liked,2023-03-07 05:40:14
17777,4313,Disliked,2021-07-08 09:35:46
1799,40,Liked,2022-07-13 16:11:52
49800,1729,Shared,2022-12-01 17:53:35
49800,3145,Played,2022-11-29 20:37:33
62678,364,Liked,2022-12-09 14:35:32
62678,3967,Liked,2023-01-17 00:38:10
77446,3381,Disliked,2022-10-05 09:33:49
77446,1196,Disliked,2022-09-24 21:44:30
88382,3266,Liked,2023-02-28 13:14:54
88382,3362,Played,2023-01-31 03:28:44
31662,4046,Played,2021-09-23 02:08:41
11709,4531,Added to Playlist,2023-01-04 02:16:19
11709,2419,Liked,2022-12-12 12:35:03
60134,4425,Shared,2022-11-15 08:02:03
97079,1961,Liked,2023-01-31 22:34:27
97079,2975,Disliked,2022-06-07 11:09:40
8858,4574,Liked,2022-12-03 12:57:49
8858,843,Played,2023-03-07 23:22:51
65161,791,Added to Playlist,2021-12-04 13:36:46
39333,3786,Disliked,2022-09-14 02:47:14
62061,2359,Played,2021-08-11 08:14:21
69678,2042,Played,2022-09-15 13:01:19
69678,1422,Played,2022-02-05 10:19:33
69678,3706,Shared,2022-11-11 06:03:45
15576,3351,Added to Playlist,2023-03-03 10:34:59
49122,3205,Disliked,2023-04-10 14:35:34
92183,3107,Liked,2022-12-23 17:37:33
66753,773,Disliked,2023-01-04 09:15:35
58884,4462,Shared,2021-10-06 20:54:55
58884,1653,Played,2022-06-04 06:22:20
11830,2708,Liked,2023-02-02 05:11:18
90374,2293,Played,2023-03-09 14:44:04
68589,4422,Added to Playlist,2022-08-23 10:25:47
71957,390,Played,2020-11-09 19:19:04
27374,3463,Played,2021-05-15 20:00:00
79342,3081,Liked,2023-03-12 04:53:37
79342,2976,Liked,2020-08-15 18:46:48
74268,4680,Shared,2022-12-22 10:40:40
88012,2547,Added to Playlist,2021-06-05 19:17:16
64419,1288,Played,2023-03-08 12:49:49
64419,88,Disliked,2022-10-13 03:30:46
52844,1623,Played,2023-03-03 23:57:41
56719,4430,Shared,2021-03-09 04:36:33
56719,1908,Shared,2021-05-20 02:56:48
35544,1042,Shared,2022-03-27 14:44:54
15384,4291,Shared,2023-04-16 03:35:25
15384,2757,Liked,2022-11-04 15:04:06
4382,4553,Played,2023-02-09 00:40:46
4382,1807,Disliked,2023-03-29 18:48:36
63828,2358,Added to Playlist,2022-10-29 07:26:50
60045,3305,Liked,2022-12-27 23:37:37
32728,3534,Played,2022-04-06 22:32:52
31110,3129,Played,2023-04-17 01:03:10
31110,379,Played,2021-12-30 23:38:44
31110,890,Played,2021-06-20 16:44:00
82993,3532,Disliked,2022-12-13 08:47:48
82993,2563,Added to Playlist,2022-11-16 13:26:41
50015,3696,Disliked,2022-01-14 06:08:08
120,45,Played,2021-08-12 19:10:02
81629,4736,Disliked,2020-09-25 13:07:42
81629,915,Added to Playlist,2021-12-15 07:58:42
67423,809,Liked,2022-09-01 14:13:36
67423,3697,Added to Playlist,2021-10-12 16:50:46
46690,317,Played,2023-03-31 02:23:42
52185,3204,Disliked,2020-10-22 12:39:02
52185,4021,Played,2022-04-07 06:59:26
30831,1857,Disliked,2022-06-20 11:48:00
97346,3573,Played,2023-01-12 09:40:05
97346,671,Disliked,2022-11-11 15:17:29
91298,472,Liked,2023-03-27 10:11:04
57310,2825,Disliked,2022-09-17 04:06:45
57310,136,Played,2022-04-24 09:54:10
57310,3342,Shared,2022-07-29 16:54:43
38400,800,Played,2023-04-08 03:14:01
38400,4262,Shared,2023-02-28 03:06:40
23424,4352,Added to Playlist,2022-06-15 05:01:33
78416,918,Added to Playlist,2022-12-21 06:22:19
78416,4362,Liked,2022-05-12 19:06:10
7413,1451,Played,2023-02-25 05:37:12
87780,4924,Disliked,2023-02-11 07:46:20
87780,1614,Disliked,2022-08-13 14:07:56
30814,1628,Played,2022-11-28 03:42:26
49450,2430,Shared,2022-04-11 05:33:15
62243,824,Shared,2022-11-25 23:46:24
75365,578,Liked,2022-03-26 10:14:00
85547,2558,Disliked,2023-02-12 16:28:20
85193,704,Disliked,2022-12-16 10:40:12
85193,1003,Added to Playlist,2022-03-06 04:12:28
98195,1295,Liked,2022-08-10 19:54:54
12695,2391,Liked,2022-09-09 21:07:30
12695,3647,Played,2022-10-11 14:52:07
17979,891,Added to Playlist,2022-04-13 14:33:02
34090,3539,Added to Playlist,2023-02-18 12:18:14
19169,1354,Disliked,2023-02-19 04:37:02
19169,4482,Added to Playlist,2023-02-16 00:36:59
19169,4303,Liked,2023-02-23 09:48:36
17221,3459,Played,2023-02-25 20:14:21
17221,518,Disliked,2023-02-27 21:48:01
51343,1885,Disliked,2023-03-12 12:17:39
91481,605,Played,2023-04-01 07:41:03
99592,1593,Liked,2022-06-13 11:58:11
66409,1382,Disliked,2022-05-24 15:12:06
66409,4003,Disliked,2022-07-13 02:09:54
18318,3159,Disliked,2023-01-16 13:46:11
18318,779,Added to Playlist,2022-12-19 08:28:08
61482,552,Added to Playlist,2022-11-14 23:31:55
61482,1350,Shared,2022-09-09 23:02:38
53948,3937,Shared,2021-08-22 01:41:39
53948,3236,Added to Playlist,2022-04-12 07:04:05
35369,4553,Shared,2022-05-09 18:17:09
76636,383,Disliked,2021-04-26 14:54:35
36903,1324,Shared,2023-04-16 00:07:58
40838,4700,Played,2022-05-02 21:38:48
40838,3294,Shared,2021-09-21 13:31:32
40838,4670,Shared,2021-08-29 08:59:03
62374,3808,Disliked,2022-10-13 03:57:35
22527,45,Played,2022-06-27 04:00:21
32175,469,Liked,2023-03-25 23:10:39
95524,3596,Disliked,2022-07-11 17:59:16
7354,3643,Disliked,2022-10-29 04:22:47
7354,1675,Played,2021-09-08 03:19:47
95293,2906,Shared,2023-01-20 22:07:49
4156,2014,Disliked,2022-08-21 20:34:20
88580,767,Liked,2022-11-15 14:20:42
88580,3970,Played,2022-09-06 21:00:16
88580,1052,Played,2023-02-23 16:32:35
88580,4073,Added to Playlist,2023-03-10 10:26:36
82494,1584,Played,2022-06-05 02:39:31
12196,1267,Liked,2022-08-13 09:33:38
12196,4367,Disliked,2022-03-11 15:45:03
7590,1550,Played,2022-08-26 12:02:36
6449,1474,Liked,2021-12-04 10:45:46
6449,3021,Liked,2021-05-25 15:15:30
6611,4082,Shared,2023-01-09 12:53:53
9987,3355,Disliked,2023-03-13 07:32:05
57888,3749,Played,2022-11-24 02:48:05
98356,460,Liked,2022-05-28 12:00:16
28542,4800,Added to Playlist,2022-03-07 22:35:44
62018,54,Added to Playlist,2022-11-01 03:21:05
62018,182,Played,2022-11-13 07:00:18
62018,2408,Liked,2022-11-01 00:31:04
66563,2829,Added to Playlist,2021-11-27 10:05:20
19177,2916,Liked,2021-10-01 07:56:54
43628,517,Disliked,2023-01-11 15:29:21
22516,2380,Disliked,2022-11-01 12:33:11
46653,432,Shared,2022-02-08 05:01:00
97935,3602,Disliked,2022-10-14 00:34:06
10406,4624,Disliked,2020-06-28 09:21:32
10406,2708,Disliked,2020-11-26 01:28:01
10127,4747,Liked,2023-02-06 23:25:23
10127,187,Shared,2022-09-06 05:26:25
1441,456,Added to Playlist,2021-12-28 15:47:49
86605,941,Liked,2021-07-30 02:45:27
86605,1635,Added to Playlist,2020-12-14 13:47:44
36588,531,Liked,2022-12-29 10:27:22
16638,3586,Added to Playlist,2022-03-29 12:56:25
55280,4459,Shared,2022-03-20 14:06:59
95328,588,Disliked,2021-11-21 13:28:27
95328,3770,Disliked,2021-02-07 12:53:29
68271,2264,Played,2022-06-22 17:32:32
30652,307,Shared,2023-03-09 09:49:18
31072,3723,Played,2021-08-12 09:41:46
6214,4916,Shared,2021-06-09 00:36:58
7994,2208,Shared,2022-04-02 22:45:22
42253,2702,Liked,2023-04-16 02:00:43
28004,4075,Disliked,2023-01-04 15:34:02
28004,3773,Shared,2023-04-18 07:02:45
28004,2524,Played,2023-03-15 21:32:35
90808,2563,Shared,2022-11-09 05:05:54
13997,4688,Liked,2021-03-31 15:41:49
13997,1197,Disliked,2021-06-30 00:17:27
48477,2645,Played,2022-09-13 22:02:02
48477,99,Shared,2022-12-07 15:54:27
39358,2188,Shared,2021-11-26 06:43:54
21198,2034,Added to Playlist,2022-05-27 10:12:26
21198,424,Added to Playlist,2022-11-11 22:35:20
21198,2586,Shared,2022-05-05 19:43:19
48224,3912,Shared,2022-12-09 09:26:52
48224,955,Disliked,2020-12-11 05:25:18
40378,232,Added to Playlist,2023-03-28 01:23:20
35253,4365,Liked,2023-04-09 04:35:23
4217,2209,Added to Playlist,2023-01-07 09:19:01
90170,3203,Shared,2022-10-24 21:58:16
90170,3490,Added to Playlist,2023-01-21 09:21:09
29446,2805,Disliked,2023-04-15 17:14:39
29446,2657,Liked,2023-02-12 17:51:23
16944,2603,Shared,2022-10-26 17:29:01
5379,2162,Shared,2022-12-23 12:54:13
49373,4371,Added to Playlist,2022-10-04 04:28:55
49373,4936,Liked,2022-08-14 04:57:39
75253,1696,Played,2022-11-04 12:25:28
75253,2911,Played,2022-11-01 03:06:34
23927,2379,Played,2023-04-01 07:00:09
23927,4620,Disliked,2023-04-11 19:05:08
9891,3198,Liked,2021-06-05 15:50:06
9891,1697,Disliked,2021-03-22 01:50:01
37543,398,Liked,2023-01-11 13:57:28
93436,595,Shared,2022-04-19 17:04:15
93436,4483,Disliked,2022-04-16 09:09:11
93436,4184,Shared,2022-07-25 13:14:43
65046,2278,Played,2023-02-20 11:08:43
38022,4189,Played,2022-06-10 18:43:46
38022,1127,Liked,2022-06-06 14:54:58
20588,985,Shared,2022-12-18 11:14:02
20588,100,Shared,2023-03-08 19:27:01
39003,1691,Disliked,2021-12-20 18:15:47
39003,3718,Liked,2020-12-31 16:06:42
54769,4545,Disliked,2023-02-06 20:15:32
15527,238,Disliked,2020-12-22 10:32:05
15527,1796,Disliked,2022-01-18 16:20:03
54595,2068,Liked,2022-07-03 19:16:13
48256,3783,Shared,2023-04-14 01:33:21
38591,1378,Liked,2021-07-17 12:29:24
93858,1148,Played,2022-01-04 08:04:48
93858,3140,Played,2022-06-22 08:20:42
93858,2072,Liked,2023-03-28 03:08:29
68480,3606,Disliked,2022-11-01 04:12:18
52935,4716,Added to Playlist,2021-10-26 09:37:31
52935,3838,Disliked,2022-12-08 12:36:24
5678,1232,Liked,2022-04-06 22:54:49
64784,834,Liked,2021-08-14 23:40:07
11625,1881,Disliked,2023-04-16 20:03:40
38639,488,Disliked,2023-02-22 14:33:19
38639,3662,Shared,2022-03-18 21:28:06
65429,2468,Played,2023-03-31 05:29:12
84490,2491,Played,2022-03-30 20:25:16
58602,4861,Added to Playlist,2022-07-14 21:38:56
47192,229,Played,2021-09-23 01:32:53
92144,3073,Shared,2021-03-10 19:50:35
92144,944,Added to Playlist,2021-05-14 23:03:21
60991,3673,Liked,2021-12-30 12:09:33
36788,2881,Played,2022-04-27 20:30:34
81464,4014,Played,2022-11-27 06:11:17
70232,4847,Disliked,2023-03-18 03:39:22
70232,1478,Liked,2022-05-28 08:13:28
44627,1717,Shared,2021-08-15 12:47:55
91936,2209,Played,2023-03-10 17:11:30
91936,3934,Shared,2022-10-23 12:57:13
81306,3173,Disliked,2023-04-10 14:27:15
81306,2761,Liked,2023-02-20 21:09:48
96783,477,Played,2022-09-03 09:20:15
76543,4324,Liked,2022-08-31 23:30:22
45559,2899,Added to Playlist,2022-08-08 19:56:41
82449,4234,Shared,2022-07-07 14:03:15
82449,651,Added to Playlist,2022-07-24 10:30:09
75446,2950,Liked,2022-08-21 11:33:35
93943,1265,Shared,2022-08-23 18:06:09
532,680,Disliked,2020-11-29 02:43:12
532,4555,Played,2021-11-23 10:59:30
532,4421,Liked,2021-11-13 16:53:17
18439,2331,Liked,2023-04-07 22:14:01
44746,4095,Disliked,2023-01-31 17:39:18
44746,2810,Liked,2023-02-14 05:04:19
44746,900,Disliked,2023-03-21 11:04:21
44746,840,Shared,2023-03-18 19:06:38
44746,2485,Added to Playlist,2022-10-02 21:12:47
72789,2941,Shared,2021-07-06 02:59:37
34855,3400,Played,2022-11-10 06:09:42
45200,936,Disliked,2023-04-12 23:17:20
95548,3950,Disliked,2021-07-23 20:28:28
94272,3938,Shared,2023-03-23 07:47:40
98027,2489,Liked,2023-03-08 04:12:13
83382,4833,Played,2022-07-27 02:32:55
83382,1305,Disliked,2023-02-04 23:23:07
83382,1159,Added to Playlist,2022-02-27 16:35:46
45095,1120,Played,2022-04-13 00:17:14
45095,958,Shared,2023-02-08 17:03:17
51893,3486,Played,2022-08-31 23:16:10
88193,2920,Played,2022-01-15 11:07:25
88193,1845,Disliked,2022-01-19 02:59:05
27140,4607,Played,2023-03-17 23:10:09
27140,3969,Added to Playlist,2023-01-04 13:30:39
50472,2971,Added to Playlist,2022-09-11 13:02:30
50472,3474,Shared,2023-03-30 12:33:45
69949,3856,Disliked,2022-12-03 04:18:20
25301,3871,Liked,2023-01-13 05:38:37
8993,4640,Shared,2023-03-09 15:17:51
43104,644,Added to Playlist,2021-08-21 20:00:34
64895,2284,Played,2022-10-06 17:01:43
9214,780,Added to Playlist,2022-02-06 13:14:03
70774,3431,Played,2022-06-06 20:52:48
76925,4728,Played,2023-03-07 20:23:45
76925,2759,Shared,2023-02-25 08:22:27
44699,4271,Shared,2021-05-27 18:38:39
55105,3273,Added to Playlist,2022-11-12 10:42:22
49027,409,Liked,2022-07-22 10:36:08
52866,471,Disliked,2022-07-19 14:33:24
52866,4772,Played,2023-02-06 22:44:04
52866,3049,Played,2022-10-29 12:42:00
53231,2318,Added to Playlist,2023-04-04 18:48:04
99309,2829,Liked,2023-04-11 12:31:53
85801,69,Shared,2021-11-05 10:17:27
13761,3250,Played,2022-04-17 12:06:20
95807,1753,Liked,2022-06-11 10:12:10
95807,3896,Played,2021-11-27 05:12:17
95807,4025,Played,2022-06-11 00:10:16
29894,622,Added to Playlist,2022-03-18 02:31:18
29894,2054,Played,2022-03-12 15:11:55
61071,2581,Played,2023-04-15 18:47:54
61071,4726,Added to Playlist,2021-02-05 13:00:27
57264,3566,Disliked,2022-07-04 11:46:59
68569,4116,Liked,2022-10-24 10:11:06
68731,2013,Played,2023-01-31 23:37:35
91885,2972,Shared,2023-01-12 00:01:55
91885,2585,Added to Playlist,2023-03-15 03:36:49
49564,121,Added to Playlist,2022-04-06 07:42:28
51549,91,Added to Playlist,2022-02-06 09:32:25
62617,434,Disliked,2022-01-15 11:59:21
58712,4844,Shared,2021-06-21 21:29:21
58712,946,Added to Playlist,2022-02-26 03:05:20
58712,1709,Shared,2022-01-14 05:15:41
36228,1653,Played,2022-12-06 09:53:00
36228,4631,Added to Playlist,2021-01-30 00:00:47
55994,1885,Liked,2022-05-21 19:46:48
74438,3772,Liked,2021-10-02 13:31:10
56334,2343,Shared,2022-07-09 23:58:45
19855,1498,Played,2023-01-29 20:43:21
96980,88,Added to Playlist,2023-01-15 09:05:25
96980,3233,Shared,2021-06-01 00:11:38
45396,2414,Disliked,2023-02-25 21:55:03
79417,4749,Disliked,2022-11-18 03:41:20
79417,1031,Played,2021-12-03 06:51:13
15502,1807,Liked,2022-11-25 19:24:09
54686,427,Shared,2023-04-18 08:12:11
43161,3232,Added to Playlist,2020-09-29 11:20:42
43161,1229,Liked,2022-01-20 16:22:01
2593,243,Played,2021-09-13 14:14:00
88115,243,Shared,2021-11-16 13:45:33
69843,2241,Disliked,2022-07-08 04:28:41
73509,3186,Liked,2022-07-27 22:52:48
95616,2,Played,2022-11-11 09:09:40
42724,440,Shared,2022-04-20 22:27:30
84574,3841,Liked,2022-11-13 03:32:39
3106,360,Played,2022-03-08 18:07:51
3106,2261,Liked,2022-10-18 22:35:09
3106,4025,Played,2022-04-29 05:48:59
74981,900,Played,2022-01-13 11:22:57
74419,2260,Played,2022-07-28 22:44:03
89938,3879,Shared,2020-09-17 07:56:58
48627,3595,Liked,2022-05-08 05:03:18
63287,4647,Added to Playlist,2023-04-01 02:13:44
63287,900,Shared,2023-04-04 13:14:27
79353,1503,Played,2022-09-05 20:26:45
53435,486,Played,2022-01-11 22:31:07
75532,1073,Disliked,2021-03-29 22:11:14
48541,4774,Played,2021-07-22 18:42:45
74035,2639,Played,2022-08-28 01:03:50
57352,1273,Disliked,2022-03-28 05:10:57
91446,748,Shared,2022-06-22 20:25:24
12686,2622,Shared,2023-02-18 09:48:48
12686,3191,Added to Playlist,2022-12-22 12:11:45
12686,2399,Added to Playlist,2022-12-06 01:06:37
26711,1818,Played,2023-01-23 07:47:12
26711,4472,Shared,2022-09-16 02:16:34
25315,3596,Liked,2023-01-03 20:39:59
35379,3928,Disliked,2022-07-15 21:25:19
35379,614,Added to Playlist,2022-12-10 20:10:02
45904,155,Liked,2022-06-20 16:26:27
43095,1813,Added to Playlist,2023-04-05 10:43:53
92453,2962,Shared,2022-10-23 21:34:48
92453,4792,Disliked,2022-01-18 21:49:22
57720,3806,Liked,2023-03-18 17:27:08
57720,2948,Disliked,2023-02-24 13:19:45
66401,4851,Played,2022-12-28 14:56:13
39236,3735,Played,2021-06-04 15:46:28
13071,3489,Played,2023-03-11 04:08:25
86716,1011,Shared,2021-11-11 04:47:26
82327,3146,Added to Playlist,2023-01-08 11:15:33
79073,2975,Shared,2022-11-07 06:22:34
65875,3783,Liked,2023-02-01 02:22:06
65875,4693,Added to Playlist,2021-12-01 12:10:31
52713,2374,Disliked,2022-10-04 09:17:12
30957,2606,Added to Playlist,2023-03-02 11:02:24
30957,1393,Played,2022-05-03 07:11:10
30957,4489,Added to Playlist,2022-04-17 02:14:39
30957,4384,Added to Playlist,2022-07-12 14:52:28
95099,521,Shared,2022-04-24 18:59:01
95099,740,Played,2023-03-08 12:52:31
19937,3365,Disliked,2023-02-14 06:28:40
52456,3296,Played,2022-08-23 04:07:45
7258,2011,Liked,2021-12-20 06:34:34
7258,3522,Disliked,2022-01-04 11:24:15
27295,1464,Played,2022-12-11 18:39:23
47749,3420,Disliked,2022-08-10 14:05:34
67677,4941,Liked,2022-07-25 20:31:49
67677,720,Shared,2021-11-02 13:42:17
12863,4141,Added to Playlist,2021-09-19 02:46:38
12863,4689,Shared,2022-07-28 14:24:24
91525,1931,Played,2023-01-16 06:54:02
85380,4627,Shared,2022-04-25 17:13:47
53282,973,Liked,2021-02-20 09:42:12
53282,1082,Added to Playlist,2022-06-26 00:34:50
53282,3562,Liked,2022-10-13 03:59:35
48032,1457,Liked,2022-08-23 10:10:22
48032,4860,Shared,2022-03-30 23:09:06
65536,688,Disliked,2022-06-25 04:39:01
65536,2677,Disliked,2022-09-19 20:24:20
40741,916,Shared,2022-09-10 00:56:26
45588,3958,Shared,2022-01-28 16:56:18
45588,1076,Added to Playlist,2023-04-13 05:51:38
45588,4156,Played,2022-07-25 15:41:45
